class,name,price,etl_date,tdp,cooling_method,model
電源供應器,Antec NE1000G M ATX3.0(1000W) 白色 雙8/金牌/全模/PCIe 5.0/全日系/10年保,5190,2024-03-03,1000,,
電源供應器,Antec NE1300G M ATX3.0(1300W) 雙8/金牌/全模/PCIe 5.0/全日系/10年保,6290,2024-03-03,1300,,
電源供應器,Antec HCG750(750W)雙8/金牌/全模/全日系/智慧溫控風扇/10年保,3490,2024-03-03,750,,
電源供應器,Antec HCG850(850W)雙8/金牌/全模/全日系/智慧溫控風扇/10年保,4090,2024-03-03,850,,
電源供應器,Antec HCG1000(1000W)雙8/金牌/全模/全日系/智慧溫控風扇/10年保 送12+4pin模組線！,5190,2024-03-03,1000,,
電源供應器,Antec Signature 1000W 雙8/白金/全模/全日系/可串接設計/10年保 送12+4pin模組線！,7690,2024-03-03,1000,,
電源供應器,Antec Signature 1300W 雙8/白金/全模/全日系/可串接設計/10年保 送12+4pin模組線！,8990,2024-03-03,1300,,
電源供應器,Antec Signature 1000W 雙8/鈦金/全模/全日系/可串接設計/10年保 送12+4pin模組線！,9390,2024-03-03,1000,,
電源供應器,技嘉 GP-P550B(550W)/銅牌/3年保,1590,2024-03-03,550,,
電源供應器,技嘉 GP-P650B(650W)/銅牌/3年保,2090,2024-03-03,650,,
電源供應器,技嘉 GP-UD750GM(750W) 雙8/金牌/全模組/主日系/5年保,3190,2024-03-03,750,,
電源供應器,技嘉 GP-UD750GM PG5(750W) 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/主日系/5年保,3490,2024-03-03,750,,
電源供應器,技嘉 GP-UD850GM PG5(850W) 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/主日系/5年保,4590,2024-03-03,850,,
電源供應器,技嘉 GP-UD850GM PG5W(850W) 白色 雙8/金牌/全模/ATX3.0(PCIe 5.0)/主日系/5年保,4790,2024-03-03,5,,
電源供應器,技嘉 GP-UD1000GM PG5 2.0(1000W) 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/主日系/10年,6490,2024-03-03,1000,,
電源供應器,技嘉 GP-UD1300GM PG5(1300W) 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/主日系/10年,7490,2024-03-03,1300,,
電源供應器,美洲獅 COUGAR VTE 400W 銅牌/主日系/DC-DC/5年保,1290,2024-03-03,400,,
電源供應器,美洲獅 COUGAR VTE 600W 銅牌/主日系/DC-DC/5年保,1690,2024-03-03,600,,
電源供應器,美洲獅 COUGAR GEX 750W 雙8/金牌/全模組/主日系/5年保▼下殺到 3/31 20:00,2590,2024-03-03,750,,
電源供應器,美洲獅 COUGAR GEX 850W 雙8/金牌/全模組/主日系/5年保▼下殺到 3/31 20:00,3231,2024-03-03,850,,
電源供應器,美洲獅 COUGAR GEX 1050W 雙8/金牌/全模組/主日系/7年保 原價$5490！,3990,2024-03-03,1050,,
電源供應器,美洲獅 COUGAR GEX X2 850W 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/全日系/10年保▼下殺到 3/31 20:00,4131,2024-03-03,850,,
電源供應器,美洲獅 COUGAR GEX X2 1000W 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/全日系/10年保▼下殺到 3/31 20:00,4761,2024-03-03,1000,,
電源供應器,美洲獅 COUGAR POLAR 1200W 雙8/白金/全模組/全日系/10年保 原價$7890！,6890,2024-03-03,1200,,
電源供應器,Apexgaming SFX-750M(750W) 雙8/白金/全模/全日系/10年保【SFX規格】,4390,2024-03-03,750,,
電源供應器,Apexgaming(首利) AG-650M V2(650W) 雙8/金牌/全模/主日系/10年保,2590,2024-03-03,650,,
電源供應器,Apexgaming(首利) AG-750M V2(750W) 雙8/金牌/全模/主日系/10年保,2990,2024-03-03,750,,
電源供應器,Apexgaming(首利) AG-850M V2(850W) 雙8/金牌/全模/主日系/10年保,3490,2024-03-03,850,,
電源供應器,Apexgaming(首利) AJ-750M(750W) 雙8/金牌/全模/全日系/智慧停轉/10年保,3290,2024-03-03,750,,
電源供應器,Apexgaming(首利) AJ-850M(850W) 雙8/金牌/全模/全日系/智慧停轉/10年保,3790,2024-03-03,850,,
電源供應器,Apexgaming(首利) STR650MW(650W) 白色/雙8/金牌/全模/全日系/10年保 原價$2990！,2390,2024-03-03,650,,
電源供應器,Apexgaming(首利) STR750MW(750W) 白色/雙8/金牌/全模/全日系/10年保 原價$3490！,2590,2024-03-03,750,,
電源供應器,Apexgaming(首利) STR850MW(850W) 白色/雙8/金牌/全模/全日系/10年保,3990,2024-03-03,850,,
電源供應器,Apexgaming GTR-850M(850W) 雙8/金牌/全模/ATX3.0(PCIe 5.0)/全日系/10年 原價$3990,2990,2024-03-03,850,,
電源供應器,Apexgaming GTR-850MW(850W) 白色/雙8/金牌/全模/ATX3.0(PCIe 5.0)/10年 原價$4190,3090,2024-03-03,850,,
電源供應器,Apexgaming(首利) ODIN 1400W 雙8/白金/全模組/ATX3.0(PCIe 5.0)/全日系/10年保,8990,2024-03-03,1400,,
電源供應器,Apexgaming(首利) ODIN 1650W 雙8/白金/全模組/ATX3.0(PCIe 5.0)/全日系/10年保,14990,2024-03-03,1650,,
電源供應器,be quiet! System Power 10 U 550W/銅牌/DC-DC/5年保,1890,2024-03-03,550,,
電源供應器,be quiet! System Power 10 U 650W/銅牌/DC-DC/5年保,2190,2024-03-03,650,,
電源供應器,be quiet! System Power 10 U 750W 雙8/銅牌/DC-DC/5年保,2490,2024-03-03,750,,
電源供應器,be quiet! Pure power 12 M 850W 雙8/金牌/全模/ATX3.0(PCIe 5.0)/10年保,4190,2024-03-03,850,,
電源供應器,be quiet! Pure power 12 M 1000W 雙8/金牌/全模/ATX3.0(PCIe 5.0)/10年保,5090,2024-03-03,1000,,
電源供應器,be quiet! Straight Power 12 1000W 雙8/白金/全模/ATX3.0(PCIe 5.0)/10年保,6890,2024-03-03,1000,,
電源供應器,be quiet! Straight Power 11 1200W 雙8/白金/全模/5年保 送12+4pin模組線！▼下殺到 3/31 20:00,6290,2024-03-03,1200,,
電源供應器,be quiet! Dark Power Pro 12 1200W 雙8/鈦金/全模/全網狀前蓋/10年 送12+4pin模組線！▼下殺到 3/31 20:00,11900,2024-03-03,1200,,
電源供應器,be quiet! Dark Power Pro 12 1500W 雙8/鈦金/全模/全網狀前蓋/10年 送12+4pin模組線！▼下殺到 3/31 20:00,13900,2024-03-03,1500,,
電源供應器,Montech 創世紀 CENTURY MINI 750W 雙8/金牌/全模組/全日系/7年保【SFX規格】,3290,2024-03-03,750,,
電源供應器,Montech BETA 550W/銅牌/主日系/5年保,1590,2024-03-03,550,,
電源供應器,Montech GAMMA II 550W 雙8/金牌/全日系/LLC+DC-DC/5年保,1990,2024-03-03,550,,
電源供應器,Montech GAMMA II 650W 雙8/金牌/全日系/LLC+DC-DC/5年保,2190,2024-03-03,650,,
電源供應器,Montech GAMMA II 750W 雙8/金牌/全日系/LLC+DC-DC/5年保,2390,2024-03-03,750,,
電源供應器,Montech 創世紀 CENTURY 550W 雙8/金牌/全模組/全日系/FDB軸承風扇/10年保,2190,2024-03-03,550,,
電源供應器,Montech 創世紀 CENTURY 650W 雙8/金牌/全模組/全日系/FDB軸承風扇/10年保,2590,2024-03-03,650,,
電源供應器,Montech 創世紀 CENTURY 850W 雙8/金牌/全模組/全日系/FDB軸承風扇/10年保,2990,2024-03-03,850,,
電源供應器,Montech CENTURY G5 750W 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/全日系/10年保,3290,2024-03-03,750,,
電源供應器,Montech CENTURY G5 850W 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/全日系/10年保,3690,2024-03-03,850,,
電源供應器,Montech TITAN GOLD 750W 雙8/金牌/全模/ATX3.0(PCIe 5.0)/全日系/10年▼下殺到 3/15 20:00,3190,2024-03-03,750,,
電源供應器,Montech TITAN GOLD 850W 雙8/金牌/全模/ATX3.0(PCIe 5.0)/全日系/10年▼下殺到 3/15 20:00,3490,2024-03-03,850,,
電源供應器,Montech TITAN GOLD 1000W 雙8/金牌/全模/ATX3.0(PCIe 5.0)/全日系/10年▼下殺到 3/15 20:00,3990,2024-03-03,1000,,
電源供應器,Montech TITAN GOLD 1200W 雙8/金牌/全模/ATX3.0(PCIe 5.0)/全日系/10年▼下殺到 3/15 20:00,4890,2024-03-03,1200,,
電源供應器,XPG CORE PYLON 550W /銅牌/主日系/5年保/DC-DC,1690,2024-03-03,550,,
電源供應器,XPG CORE PYLON 650W 雙8/銅牌/主日系/5年保/DC-DC,1890,2024-03-03,650,,
電源供應器,XPG CORE PYLON 750W 雙8/銅牌/主日系/5年保/DC-DC,2090,2024-03-03,750,,
電源供應器,XPG KYBER 750W 雙8/金牌/直出線/ATX3.0(PCIe 5.0)/5年保,2390,2024-03-03,750,,
電源供應器,XPG KYBER 850W 雙8/金牌/直出線/ATX3.0(PCIe 5.0)/5年保 加送XPG PRIME 燈條,2990,2024-03-03,850,,
電源供應器,XPG CORE REACTOR 850W 雙8/金牌/全模/全日系/智慧溫控風扇/10年保,2990,2024-03-03,850,,
電源供應器,XPG CORE REACTOR II 750W 雙8/金牌/全模/ATX3.0(PCIe 5.0)/10年保,3290,2024-03-03,750,,
電源供應器,XPG CORE REACTOR II 850W 雙8/金牌/全模/ATX3.0(PCIe 5.0)/10年保,3690,2024-03-03,850,,
電源供應器,XPG CORE REACTOR II 850W 白色/雙8/金牌/全模/ATX3.0(PCIe 5.0)/10年保,3990,2024-03-03,850,,
電源供應器,XPG CORE REACTOR II 1000W 雙8/金牌/全模/ATX3.0(PCIe 5.0)/10年保,4590,2024-03-03,1000,,
電源供應器,XPG CORE REACTOR II 1200W 雙8/金牌/全模/ATX3.0(PCIe 5.0)/10年保 送XPG 燈條,5590,2024-03-03,1200,,
電源供應器,XPG CYBERCORE 1000W 雙8/白金/全模/全日系/雙滾珠風扇/10年保 送12+4模組線！,5990,2024-03-03,1000,,
電源供應器,XPG CYBERCORE 1300W 雙8/白金/全模/全日系/雙滾珠風扇/10年保 送12+4模組線！,6990,2024-03-03,1300,,
電源供應器,XPG CYBERCORE II 1000W 雙8/白金/全模/ATX3.0(PCIe 5.0)/10年保,6490,2024-03-03,1000,,
電源供應器,XPG CYBERCORE II 1300W 雙8/白金/全模/ATX3.0(PCIe 5.0)/10年保,7490,2024-03-03,1300,,
電源供應器,XPG FUSION 1600W 雙8/鈦金/全模/ATX3.0(PCIe 5.0)/雙12VHPWR/12年 送XPG 燈條,19900,2024-03-03,1600,,
電源供應器,酷碼 V650 SFX GOLD 650W 雙8/金牌/全模組/10年保【SFX規格】,3790,2024-03-03,650,,
電源供應器,酷碼 V750 SFX GOLD 750W 雙8/金牌/全模組/10年保【SFX規格】,4290,2024-03-03,750,,
電源供應器,酷碼 V850 SFX GOLD 850W ATX3.0 黑色 雙8/金牌/全模組(PCIe 5.0)/10年【SFX規格】,4890,2024-03-03,850,,
電源供應器,酷碼 V850 SFX GOLD 850W ATX3.0 白色 雙8/金牌/全模組(PCIe 5.0)/10年【SFX規格】,4890,2024-03-03,850,,
電源供應器,酷碼 V SFX Platinum 1100W 雙8/白金/全模組/ATX3.0(PCIe 5.0)/10年保【SFX規格】,7990,2024-03-03,1100,,
電源供應器,酷碼 MWE BRONZE V2 450W 銅牌/DC-DC+LCC/5年保/2020年版,1490,2024-03-03,450,,
電源供應器,酷碼 MWE BRONZE V2 550W 銅牌/DC-DC+LCC/5年保/2020年版,1690,2024-03-03,550,,
電源供應器,酷碼 MWE BRONZE V2 雙8/650W 銅牌/DC-DC+LCC/5年保/2020年版,1990,2024-03-03,650,,
電源供應器,酷碼 GX GOLD 650W 雙8/金牌/全模組/單路12V/5年保,2590,2024-03-03,650,,
電源供應器,酷碼 GX GOLD 1050W 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/全日系/10年,4990,2024-03-03,1050,,
電源供應器,酷碼 GX GOLD 1250W 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/全日系/10年,5990,2024-03-03,1250,,
電源供應器,酷碼 MWE GOLD V2 1050W BLANKA 快打旋風聯名版/金牌/全模組/ATX3.0(PCIe 5.0),5990,2024-03-03,1050,,
電源供應器,酷碼 GX II GOLD 750W 雙8/金牌/全模組/ATX3.0(PCIe 5.0垂直線)/主日系/10年,3390,2024-03-03,750,,
電源供應器,酷碼 GX II GOLD 850W 雙8/金牌/全模組/ATX3.0(PCIe 5.0垂直線)/主日系/10年,3790,2024-03-03,850,,
電源供應器,酷碼 GX III GOLD 850W 雙8/金牌/全模組/ATX3.0(PCIe 5.0垂直線)/陽極散熱塗層/10年,4690,2024-03-03,850,,
電源供應器,酷碼 GX III GOLD 1050W 雙8/金牌/全模組/ATX3.0(PCIe 5.0垂直線)/陽極散熱塗層/10年,6290,2024-03-03,1050,,
電源供應器,酷碼 GX III GOLD 1250W 雙8/金牌/全模組/ATX3.0(PCIe 5.0垂直線)/陽極散熱塗層/10年,6990,2024-03-03,1250,,
電源供應器,酷碼 V850 i GOLD 850W 雙8/金牌/數位電源/全模組/ATX3.0(PCIe 5.0)/全日系/10年,5990,2024-03-03,850,,
電源供應器,酷碼 V1300(1300W) PLATINUM 雙8/白金/全模/LLC+DC-DC/10年保 送12+4模組線！,7990,2024-03-03,1300,,
電源供應器,銀欣 300W 銅牌/5年保 (ST30SF.V2.0)【SFX規格】,1790,2024-03-03,300,,
電源供應器,銀欣 450W 銅牌/5年保 (ST45SF.V3.0)【SFX規格】,2390,2024-03-03,450,,
電源供應器,銀欣 SX650-G(650W) 雙8/金牌/全模組/全日系/5年保【SFX規格】,3690,2024-03-03,650,,
電源供應器,銀欣 SX700-G(700W) 雙8/金牌/全模組/全日系/5年保【SFX規格】,3990,2024-03-03,700,,
電源供應器,銀欣 SX700-LPT(700W) 雙8/白金/全模組/全日系/5年保【SFX-L規格】,4990,2024-03-03,700,,
電源供應器,銀欣 SX1000 Platinum(1000W) 雙8/白金/全模組/全日系/5年保【SFX-L規格】,7590,2024-03-03,1000,,
電源供應器,銀欣 450W 銅牌/直出線/5年保(ET450-B),1290,2024-03-03,450,,
電源供應器,銀欣 650W 雙8/銅牌/直出線/扁平線/5年保(ET650-B),1890,2024-03-03,650,,
電源供應器,銀欣 650W 金牌/半模組/主日系/扁平線材/5年保(ET650-HG) 下殺原價$2790,2090,2024-03-03,650,,
電源供應器,銀欣 750W 金牌/半模組/主日系/扁平線材/5年保(ET750-HG) 下殺原價$3090,2390,2024-03-03,750,,
電源供應器,銀欣 650W 雙8/金牌/全模組/全日系/扁平線材/5年保(ST65F-GS),2890,2024-03-03,650,,
電源供應器,銀欣 DA750 Gold(750W) 雙8/金牌/全模組/全日系/扁平線材/5年保(DA750-G),3290,2024-03-03,750,,
電源供應器,銀欣 DA850R Gold(850W) 雙8/金牌/全模組/全日系/ATX3.0(PCIe 5.0)/5年保,3990,2024-03-03,850,,
電源供應器,銀欣 1000W 雙8/白金/全模組/磁吸式風扇濾網/14cm短機身設計/5年保(ST1000-PTS),5590,2024-03-03,1000,,
電源供應器,銀欣 1200W 雙8/白金/全模組/磁吸式風扇濾網/14cm短機身設計/5年保(ST1200-PTS),5890,2024-03-03,1200,,
電源供應器,銀欣 HELA 850R Platinum(850W) 雙8/白金/全模組/全日系/ATX3.0(PCIe 5.0)/5年保,5390,2024-03-03,850,,
電源供應器,銀欣 HELA 1300R Platinum(1300W) 雙8/白金/全模組/全日系/ATX3.0(PCIe 5.0)/5年保,7890,2024-03-03,1300,,
電源供應器,曜越 Smart BX1 550W /銅牌/主日系電容/5年保,1790,2024-03-03,550,,
電源供應器,曜越 Smart BX1 650W /銅牌/主日系電容/5年保,1990,2024-03-03,650,,
電源供應器,曜越 Toughpower GF 650W 雙8/金牌/全日系/全模/10年保固,2390,2024-03-03,650,,
電源供應器,曜越 Toughpower GF 750W 雙8/金牌/全日系/全模/10年保固,2690,2024-03-03,750,,
電源供應器,曜越 Toughpower GF 850W 雙8/金牌/全日系/全模/10年保固,2990,2024-03-03,850,,
電源供應器,曜越 Toughpower GF3 750W ATX3.0(PCIe 5.0) 雙8/金牌/全日系/全模/10年保▼下殺到 3/15 20:00,2990,2024-03-03,750,,
電源供應器,曜越 Toughpower GF3 850W ATX3.0(PCIe 5.0) 雙8/金牌/全日系/全模/10年保▼下殺到 3/15 20:00,3290,2024-03-03,850,,
電源供應器,曜越 Toughpower GF3 1000W ATX3.0(PCIe 5.0) 雙8/金牌/全日系/全模/10年保▼下殺到 3/15 20:00,4690,2024-03-03,1000,,
電源供應器,曜越 Toughpower GF3 1200W ATX3.0(PCIe 5.0) 雙8/金牌/全日系/全模/10年保,6190,2024-03-03,1200,,
電源供應器,曜越 Toughpower GF3 1350W ATX3.0(PCIe 5.0) 雙8/金牌/全日系/全模/10年保,7890,2024-03-03,1350,,
電源供應器,曜越 Toughpower GF3 1650W ATX3.0(PCIe 5.0) 雙8/金牌/全日系/全模/10年保,11090,2024-03-03,1650,,
電源供應器,NZXT C750(750W)雙8/銅牌/直出線/DC-DC/5+2年保內換新,2490,2024-03-03,750,,
電源供應器,NZXT C650(650W)雙8/金牌/全模組/靜音電源/10+2年保內換新,2990,2024-03-03,650,,
電源供應器,NZXT C750(750W)雙8/金牌/全模組/靜音電源/10+2年保內換新,3590,2024-03-03,750,,
電源供應器,NZXT C850(850W)雙8/金牌/全模組/靜音電源/10+2年保內換新,4190,2024-03-03,850,,
電源供應器,NZXT C1000(1000W)雙8/金牌/全模組/靜音電源/10+2年保內換新 送Gen 5模組線！,4990,2024-03-03,1000,,
電源供應器,NZXT C1200(1200W)雙8/金牌/全模組/ATX3.0(PCIe 5.0)/靜音電源/10+2年保內換新,7990,2024-03-03,1200,,
電源供應器,NZXT E850(850W)雙8/金牌/全模組/全日系/數位電源/10+2年保內換新,4390,2024-03-03,850,,
電源供應器,安耐美 金靜冰核 Revolution D.F. 650W /金牌/全模/全日系/5年,1890,2024-03-03,650,,
電源供應器,安耐美 金靜冰核 Revolution D.F. 850W /雙8/金牌/全模/全日系/5年,3590,2024-03-03,850,,
電源供應器,安耐美 Revolution D.F.X 850W /雙8/金牌/全模/ARGB/ATX3.0(PCIe 5.0)/全日系/10年,4290,2024-03-03,850,,
電源供應器,安耐美 Revolution D.F.X 1050W /雙8/金牌/全模/ARGB/ATX3.0(PCIe 5.0)/全日系/10年,4990,2024-03-03,1050,,
電源供應器,安耐美 Revolution D.F.X 1200W /雙8/金牌/全模/ARGB/ATX3.0(PCIe 5.0)/全日系/10年,5990,2024-03-03,1200,,
電源供應器,BitFenix WHISPER 550W 金牌/全模/全日系/10年保/DC-DC,2490,2024-03-03,550,,
電源供應器,BitFenix WHISPER 650W 金牌/全模/全日系/10年保/DC-DC,2690,2024-03-03,650,,
電源供應器,BitFenix WHISPER 850W 雙8/金牌/全模/全日系/10年保/DC-DC,2990,2024-03-03,850,,
電源供應器,Phanteks Revolt SFX 650W 雙8/金牌/全模組/10年保(PH-P650GSF)【SFX規格】,3740,2024-03-03,650,,
電源供應器,Phanteks Revolt X 1000W 雙8/白金/全模組/同時支援雙系統/12年保(PH-P1000PS),7150,2024-03-03,1000,,
電源供應器,海盜船 SF850L(850W) 金牌/全模組/ATX3.0(PCIe 5.0)/全日系/7年【SFX-L規格】,4990,2024-03-03,850,,
電源供應器,海盜船 SF1000L(1000W) 金牌/全模組/ATX3.0(PCIe 5.0)/全日系/7年【SFX-L規格】,5990,2024-03-03,1000,,
電源供應器,海盜船 RM750e(750W) 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/7年(CP-9020262),3250,2024-03-03,750,,
電源供應器,海盜船 RM850e(850W) 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/7年(CP-9020263),3650,2024-03-03,850,,
電源供應器,海盜船 RM1000e(1000W) 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/7年(CP-9020264),5290,2024-03-03,1000,,
電源供應器,海盜船 RM850X(850W) 參8/金牌/全模組/全日系/2021新版/10年(CP-9020200),4990,2024-03-03,850,,
電源供應器,海盜船 RM1000X(1000W) 參8/金牌/全模組/全日系/10年(CP-9020201)送Gen 5模組線,6590,2024-03-03,1000,,
電源供應器,海盜船 RM850x SHIFT(850W) 雙8/金牌/側面接頭/全模組/ATX3.0(PCIe 5.0)/10年,5690,2024-03-03,850,,
電源供應器,海盜船 RM1000x SHIFT(1000W) 雙8/金牌/側面接頭/全模組/ATX3.0(PCIe 5.0)/10年,7390,2024-03-03,1000,,
電源供應器,海盜船 RM1200x SHIFT(1200W) 雙8/金牌/側面接頭/全模組/ATX3.0(PCIe 5.0)/10年,7890,2024-03-03,1200,,
