class,name,price,etl_date,brand,capacity,drive_type,read_speed,write_speed,model,id
傳統內接硬碟 HDD,Seagate 4TB【那嘶狼 PRO】256M/7200轉/五年保/3年 Rescue(ST4000NE001),4950,2024-03-03,Seagate,4TB,HDD,,,Seagate 4TB,Seagate 4TB
傳統內接硬碟 HDD,Seagate 4TB【那嘶狼 PRO】256M/7200轉/五年保/3年 Rescue(ST4000NT001),5250,2024-03-03,Seagate,4TB,HDD,,,Seagate 4TB,Seagate 4TB
傳統內接硬碟 HDD,Seagate 6TB【那嘶狼 PRO】256M/7200轉/五年保/3年 Rescue(ST6000NT001),7500,2024-03-03,Seagate,6TB,HDD,,,Seagate 6TB,Seagate 6TB
傳統內接硬碟 HDD,Seagate 8TB【那嘶狼 PRO】256M/7200轉/五年保/3年 Rescue(ST8000NT001),8200,2024-03-03,Seagate,8TB,HDD,,,Seagate 8TB,Seagate 8TB
傳統內接硬碟 HDD,Seagate 10TB【那嘶狼 PRO】256M/7200轉/五年保/3年 Rescue(ST10000NT001),10500,2024-03-03,Seagate,10TB,HDD,,,Seagate 10TB,Seagate 10TB
傳統內接硬碟 HDD,Seagate 16TB【那嘶狼 PRO】256M/7200轉/五年/3年 Rescue(ST16000NE000),12500,2024-03-03,Seagate,16TB,HDD,,,Seagate 16TB,Seagate 16TB
傳統內接硬碟 HDD,Seagate 16TB【那嘶狼 PRO】256M/7200轉/五年/3年 Rescue(ST16000NT001)▼下殺到 3/7 23:59,11590,2024-03-03,Seagate,16TB,HDD,,,Seagate 16TB,Seagate 16TB
傳統內接硬碟 HDD,Seagate 18TB【那嘶狼 PRO】256M/7200轉/五年/3年 Rescue(ST18000NE000),13700,2024-03-03,Seagate,18TB,HDD,,,Seagate 18TB,Seagate 18TB
傳統內接硬碟 HDD,Seagate 18TB【那嘶狼 PRO】256M/7200轉/五年/3年 Rescue(ST18000NT001),13700,2024-03-03,Seagate,18TB,HDD,,,Seagate 18TB,Seagate 18TB
傳統內接硬碟 HDD,Seagate 20TB【那嘶狼 PRO】256M/7200轉/五年/3年 Rescue(ST20000NT001),14990,2024-03-03,Seagate,20TB,HDD,,,Seagate 20TB,Seagate 20TB
傳統內接硬碟 HDD,Seagate 22TB【那嘶狼 PRO】512M/7200轉/五年/3年 Rescue(ST22000NT001),19990,2024-03-03,Seagate,22TB,HDD,,,Seagate 22TB,Seagate 22TB
傳統內接硬碟 HDD,WD 2TB【紅標Plus】64M/5400轉/三年保(WD20EFPX),2880,2024-03-03,WD,2TB,HDD,,,WD 2TB,WD 2TB
傳統內接硬碟 HDD,WD 4TB【紅標Plus】256M/5400轉/三年保(WD40EFPX),3850,2024-03-03,WD,4TB,HDD,,,WD 4TB,WD 4TB
傳統內接硬碟 HDD,WD 8TB【紅標Plus】128M/5640轉/三年保(WD80EFZZ),6800,2024-03-03,WD,8TB,HDD,,,WD 8TB,WD 8TB
傳統內接硬碟 HDD,WD 10TB【紅標Plus】256M/7200轉/三年保(WD101EFBX),7080,2024-03-03,WD,10TB,HDD,,,WD 10TB,WD 10TB
傳統內接硬碟 HDD,Toshiba 2TB【企業級】128MB/7200轉/五年保(MG04ACA200E),4700,2024-03-03,Toshiba,2TB,HDD,,,Toshiba 2TB,Toshiba 2TB
傳統內接硬碟 HDD,Toshiba 8TB【企業級】256MB/7200轉/五年保(MG08ADA800E),6999,2024-03-03,Toshiba,8TB,HDD,,,Toshiba 8TB,Toshiba 8TB
傳統內接硬碟 HDD,Toshiba 10TB【企業級】256MB/7200轉/五年保(MG06ACA10TE),9330,2024-03-03,Toshiba,10TB,HDD,,,Toshiba 10TB,Toshiba 10TB
傳統內接硬碟 HDD,Toshiba 16TB【企業級】512MB/7200轉/五年保(MG08ACA16TE),13200,2024-03-03,Toshiba,16TB,HDD,,,Toshiba 16TB,Toshiba 16TB
傳統內接硬碟 HDD,Toshiba 18TB【企業級】512MB/7200轉/五年保(MG09ACA18TE),15700,2024-03-03,Toshiba,18TB,HDD,,,Toshiba 18TB,Toshiba 18TB
傳統內接硬碟 HDD,Seagate 8TB【EXOS企業碟】256MB/7200轉/五年保(ST8000NM017B),8100,2024-03-03,Seagate,8TB,HDD,,,Seagate 8TB,Seagate 8TB
傳統內接硬碟 HDD,Seagate 16TB【EXOS企業碟】256MB/7200轉/五年保(ST16000NM000J),12300,2024-03-03,Seagate,16TB,HDD,,,Seagate 16TB,Seagate 16TB
傳統內接硬碟 HDD,Seagate 20TB【EXOS企業碟】256MB/7200轉/五年保(ST20000NM007D),18300,2024-03-03,Seagate,20TB,HDD,,,Seagate 20TB,Seagate 20TB
傳統內接硬碟 HDD,Seagate 22TB【EXOS企業碟】512MB/7200轉/五年保(ST22000NM001E) 客訂,21200,2024-03-03,Seagate,22TB,HDD,,,Seagate 22TB,Seagate 22TB
傳統內接硬碟 HDD,WD 4TB【Ultrastar DC HC310】256MB/7200轉(HUS726T4TALA6L4),4950,2024-03-03,WD,4TB,HDD,,,WD 4TB,WD 4TB
傳統內接硬碟 HDD,WD 8TB【Ultrastar DC HC320】256MB/7200轉(HUS728T8TALE6L4),7200,2024-03-03,WD,8TB,HDD,,,WD 8TB,WD 8TB
傳統內接硬碟 HDD,WD 12TB【Ultrastar DC HC520】256MB/7200轉(HUH721212ALE604),9500,2024-03-03,WD,12TB,HDD,,,WD 12TB,WD 12TB
傳統內接硬碟 HDD,WD 20TB【Ultrastar DC HC560】512MB/7200轉(WUH722020ALE6L4),15900,2024-03-03,WD,20TB,HDD,,,WD 20TB,WD 20TB
傳統內接硬碟 HDD,WD 1TB【金標】128MB/7200轉/五年保(WD1005FBYZ),2900,2024-03-03,WD,1TB,HDD,,,WD 1TB,WD 1TB
傳統內接硬碟 HDD,WD 2TB【金標】128MB/7200轉/五年保(WD2005FBYZ),3990,2024-03-03,WD,2TB,HDD,,,WD 2TB,WD 2TB
傳統內接硬碟 HDD,WD 4TB【金標】256MB/7200轉/五年保(WD4003FRYZ),5200,2024-03-03,WD,4TB,HDD,,,WD 4TB,WD 4TB
傳統內接硬碟 HDD,WD 6TB【金標】256MB/7200轉/五年保(WD6003FRYZ),6600,2024-03-03,WD,6TB,HDD,,,WD 6TB,WD 6TB
傳統內接硬碟 HDD,WD 8TB【金標】256MB/7200轉/五年保(WD8004FRYZ),7288,2024-03-03,WD,8TB,HDD,,,WD 8TB,WD 8TB
傳統內接硬碟 HDD,WD 10TB【金標】256MB/7200轉/五年保(WD102KRYZ),7990,2024-03-03,WD,10TB,HDD,,,WD 10TB,WD 10TB
傳統內接硬碟 HDD,WD 12TB【金標】256MB/7200轉/五年保(WD121KRYZ),9300,2024-03-03,WD,12TB,HDD,,,WD 12TB,WD 12TB
傳統內接硬碟 HDD,WD 16TB【金標】512MB/7200轉/五年保(WD161KRYZ),12490,2024-03-03,WD,16TB,HDD,,,WD 16TB,WD 16TB
傳統內接硬碟 HDD,Toshiba 1TB (2.5吋/5400轉/128M/7mm/二年保)(MQ04ABF100),1900,2024-03-03,Toshiba,1TB,HDD,,,Toshiba 1TB,Toshiba 1TB
傳統內接硬碟 HDD,Toshiba 2TB (2.5吋/5400轉/128M/9.5mm/二年保)(MQ04ABD200),2450,2024-03-03,Toshiba,2TB,HDD,,,Toshiba 2TB,Toshiba 2TB
傳統內接硬碟 HDD,Seagate 1TB【新梭魚】(2.5吋/5400轉/128M/7mm/二年保)(ST1000LM048),1650,2024-03-03,Seagate,1TB,HDD,,,Seagate 1TB,Seagate 1TB
傳統內接硬碟 HDD,Seagate 2TB【新梭魚】(2.5吋/5400轉/128M/7mm/二年保)(ST2000LM015),2990,2024-03-03,Seagate,2TB,HDD,,,Seagate 2TB,Seagate 2TB
傳統內接硬碟 HDD,Seagate 1TB【新梭魚 Pro】(2.5吋/7200轉/128M/7mm/五年保)(ST1000LM049),2100,2024-03-03,Seagate,1TB,HDD,,,Seagate 1TB,Seagate 1TB
傳統內接硬碟 HDD,WD 1TB【藍標】(2.5吋/5400轉/128M/7mm/三年保)(WD10SPZX),1680,2024-03-03,WD,1TB,HDD,,,WD 1TB,WD 1TB
傳統內接硬碟 HDD,WD 2TB【藍標】(2.5吋/5400轉/128M/7mm/三年保)(WD20SPZX),2900,2024-03-03,WD,2TB,HDD,,,WD 2TB,WD 2TB
傳統內接硬碟 HDD,WD 1TB【黑標】(2.5吋/7200轉/64M/7mm/五年保)(WD10SPSX),2100,2024-03-03,WD,1TB,HDD,,,WD 1TB,WD 1TB
