class,name,price,etl_date,brand,module_Spec,capacity,capacity_value,capacity_unit
記憶體 RAM,KLEVV(科賦) 16GB(雙通8GB*2) DDR4-3600 電競超頻 CRAS XR RGB/CL18(1024*8),1699,2024-03-03,KLEVV,DDR4,16GB,16,GB
記憶體 RAM,KLEVV(科賦) 32GB(雙通16GB*2) DDR4-3200 電競超頻 CRAS X RGB/CL16(1024*8),2359,2024-03-03,KLEVV,DDR4,32GB,32,GB
記憶體 RAM,UMAX 4GB DDR4-2666原生顆粒製(512*8),409,2024-03-03,UMAX,DDR4,4GB,4,GB
記憶體 RAM,UMAX 8GB DDR4-2400(1024*8),429,2024-03-03,UMAX,DDR4,8GB,8,GB
記憶體 RAM,UMAX 8GB DDR4-2666原生顆粒製(1024*8),429,2024-03-03,UMAX,DDR4,8GB,8,GB
記憶體 RAM,UMAX 8GB DDR4-3200(1024*8)超頻,469,2024-03-03,UMAX,DDR4,8GB,8,GB
記憶體 RAM,UMAX 16GB DDR4-2400(1024*8),829,2024-03-03,UMAX,DDR4,16GB,16,GB
記憶體 RAM,UMAX 16GB DDR4-2666原生顆粒製(1024*8),829,2024-03-03,UMAX,DDR4,16GB,16,GB
記憶體 RAM,UMAX 16GB DDR4-2666原生顆粒製(2048*8),879,2024-03-03,UMAX,DDR4,16GB,16,GB
記憶體 RAM,UMAX 16GB DDR4-3200(1024*8)超頻CL16,899,2024-03-03,UMAX,DDR4,16GB,16,GB
記憶體 RAM,UMAX 16GB DDR4-3200原生顆粒製(2048*8)超頻CL16,899,2024-03-03,UMAX,DDR4,16GB,16,GB
記憶體 RAM,UMAX 32GB DDR4-3200原生顆粒製(2048*8)超頻CL16,1759,2024-03-03,UMAX,DDR4,32GB,32,GB
記憶體 RAM,威剛 8GB DDR4-3200(AD4U320038G22-SGN)(1024*8),549,2024-03-03,威剛,DDR4,8GB,8,GB
記憶體 RAM,威剛 8GB DDR4-3200 XPG D10超頻CL16(AX4U320038G16A-SB10)(1024*8)(黑色),599,2024-03-03,威剛,DDR4,8GB,8,GB
記憶體 RAM,威剛 16GB DDR4-3200(AD4U3200316G22-SGN)(1024*8),990,2024-03-03,威剛,DDR4,16GB,16,GB
記憶體 RAM,威剛 16GB DDR4-3200 XPG D10超頻CL16(AX4U3200316G16A-SB10)(1024*8)(黑色),1149,2024-03-03,威剛,DDR4,16GB,16,GB
記憶體 RAM,威剛 32GB DDR4-3200(AD4U3200732G22-SGN)(2048*8),1999,2024-03-03,威剛,DDR4,32GB,32,GB
記憶體 RAM,金士頓 8GB DDR4-2666(KVR26N19S8/8)(1024*8),550,2024-03-03,金士頓,DDR4,8GB,8,GB
記憶體 RAM,金士頓 8GB DDR4-3200(KVR32N22S8/8)(1024*8),550,2024-03-03,金士頓,DDR4,8GB,8,GB
記憶體 RAM,金士頓 8GB DDR4-3200 FURY Beast(獸獵者)(KF432C16BB/8)(1024*8),580,2024-03-03,金士頓,DDR4,8GB,8,GB
記憶體 RAM,金士頓 16GB DDR4-3200(KVR32N22S8/16)(2048*8),999,2024-03-03,金士頓,DDR4,16GB,16,GB
記憶體 RAM,金士頓 16GB DDR4-3200 FURY Beast(獸獵者)(KF432C16BB/16)(2048*8),1050,2024-03-03,金士頓,DDR4,16GB,16,GB
記憶體 RAM,金士頓 32GB DDR4-3200(KVR32N22D8/32)(2048*8),1930,2024-03-03,金士頓,DDR4,32GB,32,GB
記憶體 RAM,金士頓 32GB DDR4-3200 FURY Beast(獸獵者)(KF432C16BB/32)(2048*8),1950,2024-03-03,金士頓,DDR4,32GB,32,GB
記憶體 RAM,金士頓 32GB DDR4-3600 FURY Beast(獸獵者)(KF436C18BB/32)(2048*8),2250,2024-03-03,金士頓,DDR4,32GB,32,GB
記憶體 RAM,美光 Micron Crucial 8GB DDR4-3200(1024*8),499,2024-03-03,美光,DDR4,8GB,8,GB
記憶體 RAM,美光 Micron Crucial 16GB DDR4-3200(2048*8),980,2024-03-03,美光,DDR4,16GB,16,GB
記憶體 RAM,美光 Micron Crucial 32GB DDR4-3200(2048*8),1850,2024-03-03,美光,DDR4,32GB,32,GB
記憶體 RAM,UMAX 16GB(雙通8GB*2) DDR4-2400含散熱片(1024*8),979,2024-03-03,UMAX,DDR4,16GB,16,GB
記憶體 RAM,UMAX 16GB(雙通8GB*2) DDR4-2666原生顆粒製-含散熱片(1024*8),979,2024-03-03,UMAX,DDR4,16GB,16,GB
記憶體 RAM,UMAX 16GB(雙通8GB*2) DDR4-3200超頻CL16含散熱片(1024*8),979,2024-03-03,UMAX,DDR4,16GB,16,GB
記憶體 RAM,UMAX 32GB(雙通16GB*2) DDR4-2400含散熱片(1024*8),1689,2024-03-03,UMAX,DDR4,32GB,32,GB
記憶體 RAM,UMAX 32GB(雙通16GB*2) DDR4-2666原生顆粒製-含散熱片(1024*8),1699,2024-03-03,UMAX,DDR4,32GB,32,GB
記憶體 RAM,UMAX 32GB(雙通16GB*2) DDR4-2666原生顆粒製-含散熱片(2048*8),1789,2024-03-03,UMAX,DDR4,32GB,32,GB
記憶體 RAM,UMAX 32GB(雙通16GB*2) DDR4-3200原生顆粒-超頻CL16含散熱片(1024*8),1799,2024-03-03,UMAX,DDR4,32GB,32,GB
記憶體 RAM,UMAX 32GB(雙通16GB*2) DDR4-3200原生顆粒-超頻CL16含散熱片(2048*8),1799,2024-03-03,UMAX,DDR4,32GB,32,GB
記憶體 RAM,UMAX 64GB(雙通32GB*2) DDR4-3200原生顆粒-超頻CL16含散熱片(2048*8),3599,2024-03-03,UMAX,DDR4,64GB,64,GB
記憶體 RAM,威剛 16GB(雙通8GB*2) D4-3200 D10超頻CL16(AX4U320038G16A-DB10)(1024*8)黑色,1199,2024-03-03,威剛,Unknown,16GB,16,GB
記憶體 RAM,威剛 16GB(雙通8GB*2) D4-3600 D10超頻CL18(AX4U360038G18I-DB10)(1024*8)黑色,1299,2024-03-03,威剛,Unknown,16GB,16,GB
記憶體 RAM,威剛 32GB(雙通16G*2) D4-3200 D10超頻CL16(AX4U3200316G16A-DB10)(1024*8)黑,2299,2024-03-03,威剛,Unknown,32GB,32,GB
記憶體 RAM,威剛 32GB(雙通16G*2) D4-3600 D10超頻CL18(AX4U3600316G18I-DB10)(1024*8)黑,2339,2024-03-03,威剛,Unknown,32GB,32,GB
記憶體 RAM,威剛 16GB(雙通8GB*2) D4-3200 D50 RGB CL16(AX4U320038G16A-DT50)(1024*8)灰,1449,2024-03-03,威剛,Unknown,16GB,16,GB
記憶體 RAM,威剛 16GB(雙通8GB*2) D4-3200 D50 RGB CL16(AX4U320038G16A-DW50)(1024*8)白,1449,2024-03-03,威剛,Unknown,16GB,16,GB
記憶體 RAM,威剛 16GB(雙通8GB*2) D4-3600 D50 RGB CL18(AX4U360038G18I-DT50)(1024*8)灰,1599,2024-03-03,威剛,Unknown,16GB,16,GB
記憶體 RAM,威剛 16GB(雙通8GB*2) D4-3600 D50 RGB CL18(AX4U360038G18I-DW50)(1024*8)白,1599,2024-03-03,威剛,Unknown,16GB,16,GB
記憶體 RAM,威剛 16GB(雙通8GB*2) D4-3600 D50 RGB CL18(AX4U360038G18I-DW50ROG)吹雪款,1699,2024-03-03,威剛,Unknown,16GB,16,GB
記憶體 RAM,威剛 32GB(雙通16G*2) D4-3200 D50 RGB CL16(AX4U3200716G16A-DT50)(2048*8)灰,2499,2024-03-03,威剛,Unknown,32GB,32,GB
記憶體 RAM,威剛 32GB(雙通16G*2) D4-3200 D50 RGB CL16(AX4U3200716G16ADW50)(2048*8)白,2499,2024-03-03,威剛,Unknown,32GB,32,GB
記憶體 RAM,威剛 32GB(雙通16G*2) D4-3600 D50 RGB CL18(AX4U3600716G18I-DT50)(2048*8)灰,2699,2024-03-03,威剛,Unknown,32GB,32,GB
記憶體 RAM,威剛 32GB(雙通16G*2) D4-3600 D50 RGB CL18(AX4U3600716G18I-DW50)(2048*8)白,2699,2024-03-03,威剛,Unknown,32GB,32,GB
記憶體 RAM,威剛 64GB(雙通32GB*2) D4 3200 XPG D35/CL16(AX4U320032G16A-DTBKD35)黑,3699,2024-03-03,威剛,Unknown,64GB,64,GB
記憶體 RAM,威剛 64GB(雙通32GB*2) D4 3200 XPG D35/CL16(AX4U320032G16A-DTWHD35)白,3699,2024-03-03,威剛,Unknown,64GB,64,GB
記憶體 RAM,威剛 64GB(雙通32GB*2) D4 3600 XPG D35/CL18(AX4U360032G18I-DTBKD35)黑,3899,2024-03-03,威剛,Unknown,64GB,64,GB
記憶體 RAM,威剛 64GB(雙通32GB*2) D4 3600 XPG D35/CL18(AX4U360032G18I-DTWHD35)白,3899,2024-03-03,威剛,Unknown,64GB,64,GB
記憶體 RAM,威剛 64GB(32G*2) D4 3200 XPG D35G RGB/C16(AX4U320032G16A-DTBKD35G)黑,3999,2024-03-03,威剛,Unknown,64GB,64,GB
記憶體 RAM,威剛 64GB(32G*2) D4 3200 XPG D35G RGB/C16(AX4U320032G16A-DTWHD35G)白,3999,2024-03-03,威剛,Unknown,64GB,64,GB
記憶體 RAM,威剛 64GB(32G*2) D4 3600 XPG D35G RGB/C18(AX4U360032G18I-DTBKD35G)黑,4199,2024-03-03,威剛,Unknown,64GB,64,GB
記憶體 RAM,威剛 64GB(32G*2) D4 3600 XPG D35G RGB/C18(AX4U360032G18I-DTWHD35G)白,4199,2024-03-03,威剛,Unknown,64GB,64,GB
記憶體 RAM,金士頓 16GB(雙通8GB*2) DDR4-3200 FURY Beast(獸獵)(KF432C16BBK2/16),1190,2024-03-03,金士頓,DDR4,16GB,16,GB
記憶體 RAM,金士頓 16GB(雙通8GB*2) DDR4-3200 FURY Beast RGB(獸獵)(KF432C16BB2AK2/16),1450,2024-03-03,金士頓,DDR4,16GB,16,GB
記憶體 RAM,金士頓 16GB(雙通8GB*2) DDR4-3600 FURY Beast(獸獵)(KF436C17BBK2/16),1350,2024-03-03,金士頓,DDR4,16GB,16,GB
記憶體 RAM,金士頓 16GB(雙通8GB*2) DDR4-3600 FURY Beast RGB(獸獵者)(KF436C17BBAK2/16),1520,2024-03-03,金士頓,DDR4,16GB,16,GB
記憶體 RAM,金士頓 32GB(雙通16GB*2) DDR4-3200 (獸獵者)(KF432C16BBK2/32)(2048*8),2100,2024-03-03,金士頓,DDR4,32GB,32,GB
記憶體 RAM,金士頓 32GB(雙通16GB*2) DDR4-3200 RGB(獸獵者)(KF432C16BB2AK2/32)(2048*8),2600,2024-03-03,金士頓,DDR4,32GB,32,GB
記憶體 RAM,金士頓 32GB(雙通16GB*2) DDR4-3600 (獸獵者)(KF436C18BBK2/32)(2048*8),2450,2024-03-03,金士頓,DDR4,32GB,32,GB
記憶體 RAM,金士頓 32GB(雙通16GB*2) DDR4-3600 RGB(獸獵者)(KF436C18BB2AK2/32)(2048*8),2750,2024-03-03,金士頓,DDR4,32GB,32,GB
記憶體 RAM,金士頓 64GB(雙通32GB*2) DDR4-3200 (獸獵者)(KF432C16BBK2/64)(2048*8),3950,2024-03-03,金士頓,DDR4,64GB,64,GB
記憶體 RAM,金士頓 64GB(雙通32GB*2) DDR4-3600 (獸獵者)(KF436C18BBK2/64)(2048*8),4700,2024-03-03,金士頓,DDR4,64GB,64,GB
記憶體 RAM,金士頓 64GB(雙通32GB*2) DDR4-3600 RGB(獸獵者)(KF436C18BB2AK2/64)(2048*8),4950,2024-03-03,金士頓,DDR4,64GB,64,GB
記憶體 RAM,十銓 T-Force Vulcan Z 火神散熱片系列 16GB(雙通8GB*2) DDR4-3200/CL16,1099,2024-03-03,十銓,DDR4,16GB,16,GB
記憶體 RAM,十銓 T-Force Vulcan Z 火神散熱片系列 16GB(雙通8GB*2) DDR4-3600/CL18,1199,2024-03-03,十銓,DDR4,16GB,16,GB
記憶體 RAM,十銓 T-Force Vulcan Z 火神散熱片系列 32GB(雙通16GB*2) DDR4-3200/CL16,1999,2024-03-03,十銓,DDR4,32GB,32,GB
記憶體 RAM,十銓 T-Force Vulcan Z 火神散熱片系列 32GB(雙通16GB*2) DDR4-3600/CL18,2099,2024-03-03,十銓,DDR4,32GB,32,GB
記憶體 RAM,十銓 T-Force Vulcan Z 火神散熱片系列 64GB(雙通32GB*2) DDR4-3200/CL16,3599,2024-03-03,十銓,DDR4,64GB,64,GB
記憶體 RAM,十銓 T-Force Vulcan Z 火神散熱片系列 64GB(雙通32GB*2) DDR4-3600/CL18,3699,2024-03-03,十銓,DDR4,64GB,64,GB
記憶體 RAM,十銓 T-Force Delta 炫光RGB系列 16GB(雙通8GB*2) DDR4-3200(黑色)/CL16,1399,2024-03-03,十銓,DDR4,16GB,16,GB
記憶體 RAM,十銓 T-Force Delta 炫光RGB系列 16GB(雙通8GB*2) DDR4-3200(白色)/CL16,1399,2024-03-03,十銓,DDR4,16GB,16,GB
記憶體 RAM,十銓 T-Force Delta 炫光RGB系列 16GB(雙通8GB*2) DDR4-3600(黑色)/CL18,1499,2024-03-03,十銓,DDR4,16GB,16,GB
記憶體 RAM,十銓 T-Force Delta 炫光RGB系列 16GB(雙通8GB*2) DDR4-3600(白色)/CL18,1499,2024-03-03,十銓,DDR4,16GB,16,GB
記憶體 RAM,十銓 T-Force Delta 炫光RGB系列 32GB(雙通16GB*2) DDR4-3200(黑色)/CL16,2399,2024-03-03,十銓,DDR4,32GB,32,GB
記憶體 RAM,十銓 T-Force Delta 炫光RGB系列 32GB(雙通16GB*2) DDR4-3200(白色)/CL16,2399,2024-03-03,十銓,DDR4,32GB,32,GB
記憶體 RAM,十銓 T-Force Delta 炫光RGB系列 32GB(雙通16GB*2) DDR4-3600(黑色)/CL18,2499,2024-03-03,十銓,DDR4,32GB,32,GB
記憶體 RAM,十銓 T-Force Delta 炫光RGB系列 32GB(雙通16GB*2) DDR4-3600(白色)/CL18,2499,2024-03-03,十銓,DDR4,32GB,32,GB
記憶體 RAM,十銓 T-Force Delta 炫光RGB系列 64GB(雙通32GB*2) DDR4-3200(黑色)/CL16,3899,2024-03-03,十銓,DDR4,64GB,64,GB
記憶體 RAM,十銓 T-Force Delta 炫光RGB系列 64GB(雙通32GB*2) DDR4-3200(白色)/CL16,3899,2024-03-03,十銓,DDR4,64GB,64,GB
記憶體 RAM,十銓 T-Force Delta 炫光RGB系列 64GB(雙通32GB*2) DDR4-3600(黑色)/CL18,3999,2024-03-03,十銓,DDR4,64GB,64,GB
記憶體 RAM,十銓 T-Force Delta 炫光RGB系列 64GB(雙通32GB*2) DDR4-3600(白色)/CL18,3999,2024-03-03,十銓,DDR4,64GB,64,GB
記憶體 RAM,芝奇 G.SKILL Ripjaws V 32GB(雙通16GB*2) D4-3600 CL18 黑 F4-3600C18D-32GVK,2400,2024-03-03,芝奇,Unknown,32GB,32,GB
記憶體 RAM,芝奇 G.SKILL Ripjaws V 32GB(雙通16GB*2) D4-4000 CL18 黑 F4-4000C18D-32GVK,2600,2024-03-03,芝奇,Unknown,32GB,32,GB
記憶體 RAM,芝奇 G.SKILL Ripjaws V 64GB(雙通32GB*2) D4-3200 CL16 黑 F4-3200C16D-64GVK,4650,2024-03-03,芝奇,Unknown,64GB,64,GB
記憶體 RAM,芝奇 G.SKILL Ripjaws V 64GB(雙通32GB*2) D4-3600 CL18 黑 F4-3600C18D-64GVK,4690,2024-03-03,芝奇,Unknown,64GB,64,GB
記憶體 RAM,芝奇 G.SKILL Ripjaws V 64GB(雙通32GB*2) D4-4000 CL18 黑 F4-4000C18D-64GVK,4990,2024-03-03,芝奇,Unknown,64GB,64,GB
記憶體 RAM,芝奇 G.SKILL 幻光戟 16GB(雙通8GB*2) D4-3200 CL16 黑銀 F4-3200C16D-16GTZR,1900,2024-03-03,芝奇,Unknown,16GB,16,GB
記憶體 RAM,芝奇 G.SKILL 幻光戟 32GB(雙通16GB*2) D4-3200 CL16 黑銀 F4-3200C16D-32GTZR,2990,2024-03-03,芝奇,Unknown,32GB,32,GB
記憶體 RAM,芝奇 G.SKILL 幻光戟 32GB(雙通16GB*2) D4-3600 CL16 黑銀 F4-3600C16D-32GTZRC,3400,2024-03-03,芝奇,Unknown,32GB,32,GB
記憶體 RAM,芝奇 G.SKILL 幻光戟 32GB(雙通16GB*2) D4-4000 CL18 黑銀 F4-4000C18D-32GTZR,3290,2024-03-03,芝奇,Unknown,32GB,32,GB
記憶體 RAM,芝奇 G.SKILL 幻光戟 64GB(雙通32GB*2) D4-3200 CL16 黑銀 F4-3200C16D-64GTZR限量~,5400,2024-03-03,芝奇,Unknown,64GB,64,GB
記憶體 RAM,芝奇G.SKILL 皇家戟 32GB(雙通16GB*2) D4-3200 CL16 金 F4-3200C16D-32GTRG,3950,2024-03-03,芝奇G,Unknown,32GB,32,GB
記憶體 RAM,芝奇G.SKILL 皇家戟 32GB(雙通16GB*2) D4-3200 CL16 銀 F4-3200C16D-32GTRS,3890,2024-03-03,芝奇G,Unknown,32GB,32,GB
記憶體 RAM,芝奇G.SKILL 皇家戟 64GB(雙通32GB*2) D4-3200 CL16 銀 F4-3200C16D-64GTRS,6200,2024-03-03,芝奇G,Unknown,64GB,64,GB
記憶體 RAM,芝奇G.SKILL 焰光戟 16GB(雙通8GB*2) D4-3600 F4-3600C16D-16GTZNC[For AMD],2590,2024-03-03,芝奇G,Unknown,16GB,16,GB
記憶體 RAM,芝奇G.SKILL 焰光戟 32GB(雙通16GB*2) D4-3200 F4-3200C16D-32GTZN[For AMD],3150,2024-03-03,芝奇G,Unknown,32GB,32,GB
記憶體 RAM,芝奇G.SKILL 焰光戟 32GB(雙通16GB*2) D4-3600 F4-3600C16D-32GTZNC[For AMD],3550,2024-03-03,芝奇G,Unknown,32GB,32,GB
記憶體 RAM,芝奇G.SKILL 燄光戟 32GB(雙通16GB*2) D4-4000 F4-4000C18D-32GTZN[FOR R5000],3300,2024-03-03,芝奇G,Unknown,32GB,32,GB
記憶體 RAM,芝奇G.SKILL 焰光戟 64GB(雙通32GB*2) D4-3200 F4-3200C16D-64GTZN[For AMD],5600,2024-03-03,芝奇G,Unknown,64GB,64,GB
記憶體 RAM,芝奇G.SKILL 焰光戟 64GB(雙通32GB*2) D4-3600 F4-3600C18D-64GTZN[FOR AMD],5600,2024-03-03,芝奇G,Unknown,64GB,64,GB
記憶體 RAM,美光 Micron Crucial 16GB(雙通8GB*2) DDR4-3200(1024*8),999,2024-03-03,美光,DDR4,16GB,16,GB
記憶體 RAM,美光 Micron Crucial 64GB(雙通32GB*2) DDR4-3200(2048*8),3999,2024-03-03,美光,DDR4,64GB,64,GB
記憶體 RAM,美光 Micron Crucial PRO 超頻 32GB(雙通16GB*2) DDR4-3200(電競黑),1899,2024-03-03,美光,DDR4,32GB,32,GB
記憶體 RAM,美光 Micron Crucial PRO 超頻 64GB(雙通32GB*2) DDR4-3200(電競黑),3700,2024-03-03,美光,DDR4,64GB,64,GB
記憶體 RAM,芝奇G.SKILL 幻光戟 128GB(四通32GB*4) D4-3200 CL16 黑銀 F4-3200C16Q-128GTZR,11000,2024-03-03,芝奇G,Unknown,128GB,128,GB
記憶體 RAM,芝奇G.SKILL 皇家戟 128GB(四通32GB*4) D4-3200 CL16 銀 F4-3200C16Q-128GTRS,13300,2024-03-03,芝奇G,Unknown,128GB,128,GB
記憶體 RAM,UMAX NB 4GB DDR4-2666(512*8),419,2024-03-03,UMAX,DDR4,4GB,4,GB
記憶體 RAM,UMAX NB 8GB DDR4-2400(1024*8),439,2024-03-03,UMAX,DDR4,8GB,8,GB
記憶體 RAM,UMAX NB 8GB DDR4-2666(1024*8),449,2024-03-03,UMAX,DDR4,8GB,8,GB
記憶體 RAM,UMAX NB 8GB DDR4-3200(1024*8),469,2024-03-03,UMAX,DDR4,8GB,8,GB
記憶體 RAM,UMAX NB 16GB DDR4-2400(1024*8),819,2024-03-03,UMAX,DDR4,16GB,16,GB
記憶體 RAM,UMAX NB 16GB DDR4-2666(1024*8),829,2024-03-03,UMAX,DDR4,16GB,16,GB
記憶體 RAM,UMAX NB 16GB DDR4-2666(2048*8),829,2024-03-03,UMAX,DDR4,16GB,16,GB
記憶體 RAM,UMAX NB 16GB DDR4-3200(1024*8),839,2024-03-03,UMAX,DDR4,16GB,16,GB
記憶體 RAM,UMAX NB 16GB DDR4-3200(2048*8),839,2024-03-03,UMAX,DDR4,16GB,16,GB
記憶體 RAM,UMAX NB 32GB DDR4-3200(2048*8),1639,2024-03-03,UMAX,DDR4,32GB,32,GB
記憶體 RAM,威剛 NB 8GB DDR4-3200(AD4S320038G22-SGN)(1024*8),549,2024-03-03,威剛,DDR4,8GB,8,GB
記憶體 RAM,威剛 NB 16GB DDR4-3200(AD4S3200716G22-SGN)(2048*8),999,2024-03-03,威剛,DDR4,16GB,16,GB
記憶體 RAM,金士頓 NB 8GB DDR4-2666(KVR26S19S8/8)(1024*8),520,2024-03-03,金士頓,DDR4,8GB,8,GB
記憶體 RAM,金士頓 NB 8GB DDR4-3200(KVR32S22S8/8)(1024*8),520,2024-03-03,金士頓,DDR4,8GB,8,GB
記憶體 RAM,金士頓 NB 16GB DDR4-2666(KVR26S19S8/16)(2048*8),1050,2024-03-03,金士頓,DDR4,16GB,16,GB
記憶體 RAM,金士頓 NB 16GB DDR4-3200(KVR32S22S8/16)(2048*8),1050,2024-03-03,金士頓,DDR4,16GB,16,GB
記憶體 RAM,金士頓 NB 32GB D4-3200(KVR32S22D8/32)(2048*8),1950,2024-03-03,金士頓,Unknown,32GB,32,GB
記憶體 RAM,美光 NB 8GB DDR4-3200(1024*8),499,2024-03-03,美光,DDR4,8GB,8,GB
記憶體 RAM,美光 NB 16GB DDR4-3200(2048*8),990,2024-03-03,美光,DDR4,16GB,16,GB
記憶體 RAM,美光 NB 32GB DDR4-3200(2048*8),1900,2024-03-03,美光,DDR4,32GB,32,GB
記憶體 RAM,UMAX 8GB DDR3-1600(512*8),679,2024-03-03,UMAX,DDR3,8GB,8,GB
記憶體 RAM,金士頓 8G DDR3-1600(KVR16N11/8)(512*8),1150,2024-03-03,金士頓,DDR3,Unknown,-1,Unknown
記憶體 RAM,UMAX 16GB(8G*2)DDR3-1600含散熱片(512*8),1550,2024-03-03,UMAX,DDR3,16GB,16,GB
記憶體 RAM,UMAX NB 4GB DDR3L-1600 低電壓(512*8),439,2024-03-03,UMAX,DDR3,4GB,4,GB
記憶體 RAM,UMAX NB 8GB DDR3L-1600 低電壓(512*8),699,2024-03-03,UMAX,DDR3,8GB,8,GB
記憶體 RAM,金士頓 NB 4GB DDR3-1600(KVR16S11S8/4)(512*8),620,2024-03-03,金士頓,DDR3,4GB,4,GB
記憶體 RAM,金士頓 NB 4GB DDR3L-1600 低電壓(KVR16LS11/4)(512*8),620,2024-03-03,金士頓,DDR3,4GB,4,GB
記憶體 RAM,金士頓 NB 8GB DDR3-1600(KVR16S11/8)(512*8),1150,2024-03-03,金士頓,DDR3,8GB,8,GB
記憶體 RAM,金士頓 NB 8GB DDR3L-1600 低電壓(KVR16LS11/8)(512*8),1150,2024-03-03,金士頓,DDR3,8GB,8,GB
記憶體 RAM,金士頓16GB 3200MHz DDR4 ECC CL22 DIMM 2R*8 Hynix(KSM32ED8/16HD),1350,2024-03-03,金士頓,DDR4,16GB,16,GB
記憶體 RAM,金士頓32GB 3200MHz DDR4 ECC CL22 DIMM 2R*8 Hynix C(KSM32ED8/32HC),2680,2024-03-03,金士頓,DDR4,32GB,32,GB
記憶體 RAM,金士頓16GB 3200MHz D4 ECC Reg CL22 DIMM 2R*8 Hynix D Rambus (KSM32RD8/16HDR),1500,2024-03-03,金士頓,Unknown,16GB,16,GB
記憶體 RAM,金士頓32GB 3200MHz D4 ECC Reg CL22 DIMM 2R*8 Hynix C Rambus (KSM32RD8/32HCR),2650,2024-03-03,金士頓,Unknown,32GB,32,GB
記憶體 RAM,金士頓32GB 3200MHz D4 ECC Reg CL22 DIMM 1R*4 Micron E (KSM32RS4/32MER),2650,2024-03-03,金士頓,Unknown,32GB,32,GB
記憶體 RAM,金士頓64GB 3200MHz D4 ECC Reg CL22 DIMM 2R*4 Hynix C Rambus (KSM32RD4/64HCR),4950,2024-03-03,金士頓,Unknown,64GB,64,GB
記憶體 RAM,金士頓16GB 4800MT/s D5 ECC CL40 DIMM 1Rx8 Hynix M(KSM48E40BS8KM-16HM,2190,2024-03-03,金士頓,Unknown,16GB,16,GB
記憶體 RAM,金士頓32GB 4800MT/s D5 ECC CL40 DIMM 2Rx8 Hynix M(KSM48E40BD8KM-32HM,3990,2024-03-03,金士頓,Unknown,32GB,32,GB
記憶體 RAM,金士頓32GB 4800MT/s D5 ECC Reg CL40 DIMM 1R*4 Hynix M Rambus (KSM48R40BS4TMM/32HMR),4500,2024-03-03,金士頓,Unknown,32GB,32,GB
記憶體 RAM,金士頓64GB 4800MT/s D5 ECC Reg CL40 DIMM 2R*4 Hynix M Rambus (KSM48R40BD4TMM/64HMR),8200,2024-03-03,金士頓,Unknown,64GB,64,GB
