class,name,price,etl_date,brand,tdp,rpm,type,model
散熱器｜散熱墊｜散熱膏,貓頭鷹 NH-U12S TR4-SP3 /5導管/NF-F12 PWM風扇/六年保/高15.8【sTRX4/TR4】,2660,2024-03-17,貓頭鷹,Unknown,Unknown,氣冷式,貓頭鷹 NH-U12S TR4-SP3 /5導管/NF-F12 PWM風扇/六年保/高15.8【sTRX4/TR4】
散熱器｜散熱墊｜散熱膏,貓頭鷹 NH-U14S TR4-SP3 /6導管/NF-A15 PWM風扇/六年保/高16.5【sTRX4/TR4】,3085,2024-03-17,貓頭鷹,Unknown,Unknown,氣冷式,貓頭鷹 NH-U14S TR4-SP3 /6導管/NF-A15 PWM風扇/六年保/高16.5【sTRX4/TR4】
散熱器｜散熱墊｜散熱膏,【提醒】NH-U12/NH-U14/NH-D15/NH-D15S,1,2024-03-17,【提醒】NH-U12/NH-U14/NH-D15/NH-D15S,Unknown,Unknown,Unknown,【提醒】NH-U12/NH-U14/NH-D15/NH-D15S
散熱器｜散熱墊｜散熱膏,貓頭鷹 NH-U12A /7導管/NF-A12X25 PWM風扇*2/高15.8【WXHZ】,3885,2024-03-17,貓頭鷹,Unknown,Unknown,氣冷式,貓頭鷹 NH-U12A /7導管/NF-A12X25 PWM風扇*2/高15.8【WXHZ】
散熱器｜散熱墊｜散熱膏,貓頭鷹 NH-U12A chromax.black 黑化版/7導管/NF-A12X25風扇*2/高15.8【WXHZ】,4185,2024-03-17,貓頭鷹,Unknown,Unknown,氣冷式,貓頭鷹 NH-U12A chromax.black 黑化版/7導管/NF-A12X25風扇*2/高15.8【WXHZ】
散熱器｜散熱墊｜散熱膏,貓頭鷹 NH-U12S /5導管/NF-F12 PWM風扇/六年保/高15.8【WXHZ】,2420,2024-03-17,貓頭鷹,Unknown,Unknown,氣冷式,貓頭鷹 NH-U12S /5導管/NF-F12 PWM風扇/六年保/高15.8【WXHZ】
散熱器｜散熱墊｜散熱膏,貓頭鷹 NH-U12S chromax.black 黑化版/5導管/NF-F12 PWM/六年保/高15.8【WXHZ】,2585,2024-03-17,貓頭鷹,Unknown,Unknown,Unknown,貓頭鷹 NH-U12S chromax.black 黑化版/5導管/NF-F12 PWM/六年保/高15.8【WXHZ】
散熱器｜散熱墊｜散熱膏,貓頭鷹 NH-U14S /6導管/NF-A15 PWM風扇/六年保/高16.5【WXHZ】,2650,2024-03-17,貓頭鷹,Unknown,Unknown,氣冷式,貓頭鷹 NH-U14S /6導管/NF-A15 PWM風扇/六年保/高16.5【WXHZ】
散熱器｜散熱墊｜散熱膏,【提醒】NH-U12/NH-U14/NH-D15/NH-D15S,1,2024-03-17,【提醒】NH-U12/NH-U14/NH-D15/NH-D15S,Unknown,Unknown,Unknown,【提醒】NH-U12/NH-U14/NH-D15/NH-D15S
散熱器｜散熱墊｜散熱膏,貓頭鷹 NH-D12L /5導管/NF-A12x25r PWM風扇/雙塔/非對稱式/六年保/高14.5【WXHZ】,3355,2024-03-17,貓頭鷹,Unknown,Unknown,氣冷式,貓頭鷹 NH-D12L /5導管/NF-A12x25r PWM風扇/雙塔/非對稱式/六年保/高14.5【WXHZ】
散熱器｜散熱墊｜散熱膏,貓頭鷹 NH-D15S /6導管/NF-A15 PWM風扇/雙塔/非對稱式/六年保/高16【WXHZ】,3275,2024-03-17,貓頭鷹,Unknown,Unknown,氣冷式,貓頭鷹 NH-D15S /6導管/NF-A15 PWM風扇/雙塔/非對稱式/六年保/高16【WXHZ】
散熱器｜散熱墊｜散熱膏,貓頭鷹 NH-D15S chromax.black 黑化版 /6導管/雙塔/非對稱式/六年保/高16【WXHZ】,3665,2024-03-17,貓頭鷹,Unknown,Unknown,Unknown,貓頭鷹 NH-D15S chromax.black 黑化版 /6導管/雙塔/非對稱式/六年保/高16【WXHZ】
散熱器｜散熱墊｜散熱膏,貓頭鷹 NH-D15 /6導管/NF-A15 PWM風扇*2/雙塔/六年保/高16.5【WXHZ】,3615,2024-03-17,貓頭鷹,Unknown,Unknown,氣冷式,貓頭鷹 NH-D15 /6導管/NF-A15 PWM風扇*2/雙塔/六年保/高16.5【WXHZ】
散熱器｜散熱墊｜散熱膏,貓頭鷹 NH-D15 chromax.black 黑化版 /6導管/NF-A15 PWM*2/雙塔/高16.5【WXHZ】,3895,2024-03-17,貓頭鷹,Unknown,Unknown,Unknown,貓頭鷹 NH-D15 chromax.black 黑化版 /6導管/NF-A15 PWM*2/雙塔/高16.5【WXHZ】
散熱器｜散熱墊｜散熱膏,貓頭鷹 NH-D9L /4導管/NF-A9 PWM風扇/支援3U/六年保/高11【WXHZ】,2125,2024-03-17,貓頭鷹,Unknown,Unknown,氣冷式,貓頭鷹 NH-D9L /4導管/NF-A9 PWM風扇/支援3U/六年保/高11【WXHZ】
散熱器｜散熱墊｜散熱膏,貓頭鷹 NH-U9S /5導管/NF-A9 PWM風扇/六年保/高12.5【WXHZ】,2345,2024-03-17,貓頭鷹,Unknown,Unknown,氣冷式,貓頭鷹 NH-U9S /5導管/NF-A9 PWM風扇/六年保/高12.5【WXHZ】
散熱器｜散熱墊｜散熱膏,貓頭鷹 NH-L9a-AM5 /NF-A9x14 PWM扇/下吹式/六年保/高3.7/AM5專用【H】,1665,2024-03-17,貓頭鷹,Unknown,Unknown,Unknown,貓頭鷹 NH-L9a-AM5 /NF-A9x14 PWM扇/下吹式/六年保/高3.7/AM5專用【H】
散熱器｜散熱墊｜散熱膏,貓頭鷹 NH-L9a-AM5 chromax.black 黑化版 /下吹式/六年保/高3.7/AM5專用【H】,1795,2024-03-17,貓頭鷹,Unknown,Unknown,Unknown,貓頭鷹 NH-L9a-AM5 chromax.black 黑化版 /下吹式/六年保/高3.7/AM5專用【H】
散熱器｜散熱墊｜散熱膏,貓頭鷹 NH-L9i-17xx /NF-A9x14 HS-PWM/下吹式/六年/高3.7/Intel專用(1700)【Z】,1645,2024-03-17,Intel,Unknown,Unknown,Unknown,貓頭鷹 NH-L9i-17xx /NF-A9x14 HS-PWM/下吹式/六年/高3.7/Intel專用(1700)【Z】
散熱器｜散熱墊｜散熱膏,貓頭鷹 NH-L9i-17xx chromax.black 黑化版 /下吹式/高3.7/Intel專用(1700)【Z】,1775,2024-03-17,Intel,Unknown,Unknown,Unknown,貓頭鷹 NH-L9i-17xx chromax.black 黑化版 /下吹式/高3.7/Intel專用(1700)【Z】
散熱器｜散熱墊｜散熱膏,貓頭鷹 NH-L9x65 /NF-A9x14 PWM風扇/下吹式/六年/高6.5【WXHZ】,1850,2024-03-17,貓頭鷹,Unknown,Unknown,氣冷式,貓頭鷹 NH-L9x65 /NF-A9x14 PWM風扇/下吹式/六年/高6.5【WXHZ】
散熱器｜散熱墊｜散熱膏,貓頭鷹 NH-C14S /NF-A14 PWM風扇/下吹式/六年/高11.5~14.2【WXHZ】,2855,2024-03-17,貓頭鷹,Unknown,Unknown,氣冷式,貓頭鷹 NH-C14S /NF-A14 PWM風扇/下吹式/六年/高11.5~14.2【WXHZ】
散熱器｜散熱墊｜散熱膏,快睿 C1 下吹式散熱器/6mm導管*6/14mm風扇/高7.4cm【WXHZ】送LGA1700扣具,1790,2024-03-17,快睿,Unknown,Unknown,氣冷式,快睿 C1 下吹式散熱器/6mm導管*6/14mm風扇/高7.4cm【WXHZ】送LGA1700扣具
散熱器｜散熱墊｜散熱膏,快睿 R5 散熱器/6mm導管*6/XF140*2(厚扇)/高16.3cm/黑白可換框【WXHZ】送1700扣具,1990,2024-03-17,快睿,Unknown,Unknown,Unknown,快睿 R5 散熱器/6mm導管*6/XF140*2(厚扇)/高16.3cm/黑白可換框【WXHZ】送1700扣具
散熱器｜散熱墊｜散熱膏,Montech AP3 散熱膏/4公克/附刮刀/導熱係數 5.99W/mK,109,2024-03-17,Montech,99W,Unknown,Unknown,Montech AP3 散熱膏/4公克/附刮刀/導熱係數 5.99W/mK
散熱器｜散熱墊｜散熱膏,利民 Thermalright TFX 散熱膏/2公克/導熱係數 14.3W/mK,360,2024-03-17,利民,3W,Unknown,Unknown,利民 Thermalright TFX 散熱膏/2公克/導熱係數 14.3W/mK
散熱器｜散熱墊｜散熱膏,利民 Thermalright TF8 散熱膏/2公克/導熱係數 13.8W/mK,250,2024-03-17,利民,8W,Unknown,Unknown,利民 Thermalright TF8 散熱膏/2公克/導熱係數 13.8W/mK
散熱器｜散熱墊｜散熱膏,利民 Thermalright TF8 散熱膏/5.8公克/導熱係數 13.8W/mK,590,2024-03-17,利民,8W,Unknown,Unknown,利民 Thermalright TF8 散熱膏/5.8公克/導熱係數 13.8W/mK
散熱器｜散熱墊｜散熱膏,利民 Thermalright TF9 散熱膏/1.5公克/導熱係數 14W/mK,190,2024-03-17,利民,14W,Unknown,Unknown,利民 Thermalright TF9 散熱膏/1.5公克/導熱係數 14W/mK
散熱器｜散熱墊｜散熱膏,利民 Thermalright Silver King 液態金屬膏/1公克/導熱係數 79W/mK【避免接觸鋁製品】,280,2024-03-17,利民,79W,Unknown,Unknown,利民 Thermalright Silver King 液態金屬膏/1公克/導熱係數 79W/mK【避免接觸鋁製品】
散熱器｜散熱墊｜散熱膏,快睿 CRYORIG CP15 導熱膏/4公克/附塗抹卡片.清潔片/導熱係數 5.7W/mK,169,2024-03-17,快睿,7W,Unknown,Unknown,快睿 CRYORIG CP15 導熱膏/4公克/附塗抹卡片.清潔片/導熱係數 5.7W/mK
散熱器｜散熱墊｜散熱膏,Scythe Thermal Elixer 2 導熱膏/5g/導熱係數 3.5W/mK(SCTE-2000),190,2024-03-17,Scythe,5W,Unknown,Unknown,Scythe Thermal Elixer 2 導熱膏/5g/導熱係數 3.5W/mK(SCTE-2000)
散熱器｜散熱墊｜散熱膏,酷碼 HTK-002 美國道康膏/導熱係數 0.8W/m-K,70,2024-03-17,酷碼,8W,Unknown,Unknown,酷碼 HTK-002 美國道康膏/導熱係數 0.8W/m-K
散熱器｜散熱墊｜散熱膏,酷碼 IceFusion 新酷媽涼膏 V2/40公克/導熱係數 5 W/mK(RG-ICF-CWR3-GP),190,2024-03-17,酷碼,Unknown,Unknown,Unknown,酷碼 IceFusion 新酷媽涼膏 V2/40公克/導熱係數 5 W/mK(RG-ICF-CWR3-GP)
散熱器｜散熱墊｜散熱膏,酷碼 MasterGel Pro V2 長效散熱膏/1.5ml/導熱係數 9W/mK(MGY-ZOSG-N15M-R3),149,2024-03-17,酷碼,9W,Unknown,Unknown,酷碼 MasterGel Pro V2 長效散熱膏/1.5ml/導熱係數 9W/mK(MGY-ZOSG-N15M-R3)
散熱器｜散熱墊｜散熱膏,酷碼 MasterGel Pro 長效散熱膏/1.5ml/導熱係數 8W/mK/扁平開口(MGY-ZOSG-N15M-R2),299,2024-03-17,酷碼,8W,Unknown,Unknown,酷碼 MasterGel Pro 長效散熱膏/1.5ml/導熱係數 8W/mK/扁平開口(MGY-ZOSG-N15M-R2)
散熱器｜散熱墊｜散熱膏,酷碼 CryoFuze CF-14 超效散熱膏/0.7ml/導熱係數 14W/mK(MGZ-NDSG-N07M-R2),249,2024-03-17,酷碼,14W,Unknown,Unknown,酷碼 CryoFuze CF-14 超效散熱膏/0.7ml/導熱係數 14W/mK(MGZ-NDSG-N07M-R2)
散熱器｜散熱墊｜散熱膏,華碩 ROG RG-07 高效能散熱膏/3公克,329,2024-03-17,華碩,Unknown,Unknown,Unknown,華碩 ROG RG-07 高效能散熱膏/3公克
散熱器｜散熱墊｜散熱膏,華碩 ROG RG-07 KIT 高效能散熱膏套組/3公克(內含:散熱膏模具、散熱膏刮片),689,2024-03-17,華碩,Unknown,Unknown,Unknown,華碩 ROG RG-07 KIT 高效能散熱膏套組/3公克(內含:散熱膏模具、散熱膏刮片)
散熱器｜散熱墊｜散熱膏,酷碼 Thermal Pad 導熱片1.0mm(厚)/95x45mm/13.3W/mK(TPX-NOPP-9010-R1),249,2024-03-17,酷碼,3W,Unknown,Unknown,酷碼 Thermal Pad 導熱片1.0mm(厚)/95x45mm/13.3W/mK(TPX-NOPP-9010-R1)
散熱器｜散熱墊｜散熱膏,酷碼 Thermal Pad 導熱片1.5mm(厚)/95x45mm/13.3W/mK(TPX-NOPP-9015-R1),299,2024-03-17,酷碼,3W,Unknown,Unknown,酷碼 Thermal Pad 導熱片1.5mm(厚)/95x45mm/13.3W/mK(TPX-NOPP-9015-R1)
散熱器｜散熱墊｜散熱膏,酷碼 Thermal Pad 導熱片2.0mm(厚)/95x45mm/13.3W/mK(TPX-NOPP-9020-R1),369,2024-03-17,酷碼,3W,Unknown,Unknown,酷碼 Thermal Pad 導熱片2.0mm(厚)/95x45mm/13.3W/mK(TPX-NOPP-9020-R1)
散熱器｜散熱墊｜散熱膏,酷碼 Thermal Pad Pro 導熱片1.0mm(厚)/95x45mm/15.3W/mK(TPY-NDPB-9010-R1),399,2024-03-17,酷碼,3W,Unknown,Unknown,酷碼 Thermal Pad Pro 導熱片1.0mm(厚)/95x45mm/15.3W/mK(TPY-NDPB-9010-R1)
散熱器｜散熱墊｜散熱膏,酷碼 Thermal Pad Pro 導熱片2.0mm(厚)/95x45mm/15.3W/mK(TPY-NDPB-9020-R1),599,2024-03-17,酷碼,3W,Unknown,Unknown,酷碼 Thermal Pad Pro 導熱片2.0mm(厚)/95x45mm/15.3W/mK(TPY-NDPB-9020-R1)
散熱器｜散熱墊｜散熱膏,酷碼 Connect Stand 網通設備 散熱架 /金屬網孔/可拆卸 12cm反向風扇,690,2024-03-17,酷碼,Unknown,Unknown,氣冷式,酷碼 Connect Stand 網通設備 散熱架 /金屬網孔/可拆卸 12cm反向風扇
散熱器｜散熱墊｜散熱膏,酷碼 NotePal X3 筆電散熱墊 / 支援 17吋.經典X造型再進化 (R9-NBC-NPX3-GP),700,2024-03-17,酷碼,Unknown,Unknown,Unknown,酷碼 NotePal X3 筆電散熱墊 / 支援 17吋.經典X造型再進化 (R9-NBC-NPX3-GP)
散熱器｜散熱墊｜散熱膏,酷碼 NotePal U2 Plus【黑】散熱墊 / 專利風扇可任意變換位置.支援 17吋,689,2024-03-17,酷碼,Unknown,Unknown,氣冷式,酷碼 NotePal U2 Plus【黑】散熱墊 / 專利風扇可任意變換位置.支援 17吋
散熱器｜散熱墊｜散熱膏,酷碼 NotePal U2 Plus【銀】散熱墊 / 專利風扇可任意變換位置.支援 17吋,689,2024-03-17,酷碼,Unknown,Unknown,氣冷式,酷碼 NotePal U2 Plus【銀】散熱墊 / 專利風扇可任意變換位置.支援 17吋
散熱器｜散熱墊｜散熱膏,酷碼 NotePal U3 Plus【黑】散熱墊、三風扇、專利風扇可任意變換位置.支援 19吋,1090,2024-03-17,酷碼,Unknown,Unknown,氣冷式,酷碼 NotePal U3 Plus【黑】散熱墊、三風扇、專利風扇可任意變換位置.支援 19吋
散熱器｜散熱墊｜散熱膏,酷碼 NotePal U150R【銀】/8cm風扇*2/支援15吋(R9-U150R-16FK-R1),1490,2024-03-17,酷碼,Unknown,Unknown,氣冷式,酷碼 NotePal U150R【銀】/8cm風扇*2/支援15吋(R9-U150R-16FK-R1)
散熱器｜散熱墊｜散熱膏,酷碼 NotePal ErgoStand Lite 散熱墊 /五種角度+支援 15.6吋(R9-NBS-ESLK GP),690,2024-03-17,酷碼,Unknown,Unknown,Unknown,酷碼 NotePal ErgoStand Lite 散熱墊 /五種角度+支援 15.6吋(R9-NBS-ESLK GP)
散熱器｜散熱墊｜散熱膏,酷碼 NotePal X150 Spectrum RGB散熱墊 /含USB*3,1290,2024-03-17,酷碼,Unknown,Unknown,Unknown,酷碼 NotePal X150 Spectrum RGB散熱墊 /含USB*3
散熱器｜散熱墊｜散熱膏,酷碼 ErgoStand Air【黑】散熱墊 鋁合金材質/五種角度/易攜帶平整式設計/支援 15吋,1090,2024-03-17,酷碼,Unknown,Unknown,Unknown,酷碼 ErgoStand Air【黑】散熱墊 鋁合金材質/五種角度/易攜帶平整式設計/支援 15吋
散熱器｜散熱墊｜散熱膏,酷碼 ErgoStand Air【銀】散熱墊 鋁合金材質/五種角度/易攜帶平整式設計/支援 15吋,1090,2024-03-17,酷碼,Unknown,Unknown,Unknown,酷碼 ErgoStand Air【銀】散熱墊 鋁合金材質/五種角度/易攜帶平整式設計/支援 15吋
散熱器｜散熱墊｜散熱膏,酷碼 NotePal ErgoStand III 散熱座、六段角度調整、23cm散熱風扇、USB*4,1190,2024-03-17,酷碼,Unknown,Unknown,氣冷式,酷碼 NotePal ErgoStand III 散熱座、六段角度調整、23cm散熱風扇、USB*4
