class,name,price,etl_date,brand,capacity,drive_type,read_speed,write_speed,model,id,capacity_value,capacity_unit,cut_name
固態硬碟 M.2｜SSD,三星 Samsung 990 PRO 2TB/Gen4 PCIe 4.0/讀:7450/寫:6900/五年保*星睿奇,5649,2024-03-12,三星 Samsung,2TB,SSD,7450.0,6900.0,Samsung 990,Samsung 990,2000.0,GB,三星 Samsung 990 PRO 2TB
固態硬碟 M.2｜SSD,三星 Samsung 990 PRO 4TB/Gen4 PCIe 4.0/讀:7450/寫:6900/五年保*星睿奇,12599,2024-03-12,三星 Samsung,4TB,SSD,7450.0,6900.0,Samsung 990,Samsung 990,4000.0,GB,三星 Samsung 990 PRO 4TB
固態硬碟 M.2｜SSD,三星 Samsung 990 PRO 1TB含散熱片/Gen4 PCIe 4.0/讀:7450/寫:6900/五年保*星睿奇,4049,2024-03-12,三星 Samsung,1TB,SSD,7450.0,6900.0,Samsung 990,Samsung 990,1000.0,GB,三星 Samsung 990 PRO 1TB
固態硬碟 M.2｜SSD,三星 Samsung 990 PRO 2TB含散熱片/Gen4 PCIe 4.0/讀:7450/寫:6900/五年保*星睿奇,5649,2024-03-12,三星 Samsung,2TB,SSD,7450.0,6900.0,Samsung 990,Samsung 990,2000.0,GB,三星 Samsung 990 PRO 2TB
固態硬碟 M.2｜SSD,三星 Samsung 990 PRO 4TB含散熱片/Gen4 PCIe 4.0/讀:7450/寫:6900/五年保*星睿奇,13099,2024-03-12,三星 Samsung,4TB,SSD,7450.0,6900.0,Samsung 990,Samsung 990,4000.0,GB,三星 Samsung 990 PRO 4TB
固態硬碟 M.2｜SSD,KLEVV CRAS C710 256G/Gen3/讀:1950M/寫:1250M/TLC/SLC(五年),588,2024-03-12,KLEVV CRAS C,,SSD,1950.0,1250.0,CRAS C710,CRAS C710,,,KLEVV CRAS C710 256G
固態硬碟 M.2｜SSD,KLEVV CRAS C710 512G/Gen3/讀:2050M/寫:1650M/TLC/SLC(五年),909,2024-03-12,KLEVV CRAS C,,SSD,2050.0,1650.0,CRAS C710,CRAS C710,,,KLEVV CRAS C710 512G
固態硬碟 M.2｜SSD,KLEVV CRAS C710 1TB/Gen3/讀:2050M/寫:1650M/TLC/SLC(五年),1359,2024-03-12,KLEVV CRAS C,1TB,SSD,2050.0,1650.0,CRAS C710,CRAS C710,1000.0,GB,KLEVV CRAS C710 1TB
固態硬碟 M.2｜SSD,威剛 ADATA LEGEND 710 256G/Gen3/讀:2100M/寫:1000M/QLC顆粒/三年保/贈散熱片,699,2024-03-12,威剛 ADATA LEGEND,,SSD,2100.0,1000.0,ADATA LEGEND 710,ADATA LEGEND 710,,,ADATA LEGEND 710
固態硬碟 M.2｜SSD,威剛 ADATA LEGEND 710 512G/Gen3/讀:2400M/寫:1000M/QLC顆粒/三年保/贈散熱片,1099,2024-03-12,威剛 ADATA LEGEND,,SSD,2400.0,1000.0,ADATA LEGEND 710,ADATA LEGEND 710,,,ADATA LEGEND 710
固態硬碟 M.2｜SSD,威剛 ADATA LEGEND 710 1TB/Gen3/讀:2400M/寫:1800M/QLC顆粒/三年保/贈散熱片,1699,2024-03-12,威剛 ADATA LEGEND,1TB,SSD,2400.0,1800.0,ADATA LEGEND 710,ADATA LEGEND 710,1000.0,GB,ADATA LEGEND 710
固態硬碟 M.2｜SSD,威剛 XPG SX6000 Lite 512G/Gen3/讀:1800M/寫:1200M/TLC 五年保 附XPG散熱片,899,2024-03-12,威剛 XPG SX,,SSD,1800.0,1200.0,XPG SX6000,XPG SX6000,,,威剛 XPG SX6000 Lite 512G
固態硬碟 M.2｜SSD,威剛 XPG SX8200Pro 512G/Gen3讀:3500M寫:2300M/SMI控/DRAM快取/五年/贈散熱片,1049,2024-03-12,威剛 XPG SX,,SSD,3500.0,2300.0,XPG SX8200Pro,XPG SX8200Pro,,,威剛 XPG SX8200Pro 512G
固態硬碟 M.2｜SSD,威剛 XPG SX8200Pro 1T/Gen3讀:3500M寫:3000M/SMI控/DRAM快取/五年/贈散熱片,1799,2024-03-12,威剛 XPG SX,,SSD,3500.0,3000.0,XPG SX8200Pro,XPG SX8200Pro,,,威剛 XPG SX8200Pro 1T
固態硬碟 M.2｜SSD,SK 海力士 Gold P31 500G/Gen3/讀:3500/寫:3200/DRAM快取(五年),1449,2024-03-12,SK 海力士 Gold P,,SSD,3500.0,3200.0,Gold P31,Gold P31,,,SK 海力士 Gold P31 500G
固態硬碟 M.2｜SSD,SK 海力士 Gold P31 1TB/Gen3/讀:3500/寫:3200/DRAM快取(五年),2499,2024-03-12,SK 海力士 Gold P,1TB,SSD,3500.0,3200.0,Gold P31,Gold P31,1000.0,GB,SK 海力士 Gold P31 1TB
固態硬碟 M.2｜SSD,SK 海力士 Gold P31 2TB/Gen3/讀:3500/寫:3100/DRAM快取(五年),4450,2024-03-12,SK 海力士 Gold P,2TB,SSD,3500.0,3100.0,Gold P31,Gold P31,2000.0,GB,SK 海力士 Gold P31 2TB
固態硬碟 M.2｜SSD,技嘉 Gen3 2500E 500G/讀:2300M/寫:1500M/QLC顆粒/三年保,990,2024-03-12,技嘉 Gen,,SSD,2300.0,1500.0,Gen3,Gen3,,,技嘉 Gen3 2500E
固態硬碟 M.2｜SSD,技嘉 Gen3 2500E 1TB/讀:2400M/寫:1800M/QLC顆粒/三年保,1990,2024-03-12,技嘉 Gen,1TB,SSD,2400.0,1800.0,Gen3,Gen3,1000.0,GB,技嘉 Gen3 2500E
固態硬碟 M.2｜SSD,美光Micron Crucial P3 1TB/Gen3/讀:3500M/寫:3000M/3D QLC顆粒/五年,1699,2024-03-12,美光Micron Crucial P,1TB,SSD,3500.0,3000.0,Crucial P3,Crucial P3,1000.0,GB,美光Micron Crucial P3 1TB
固態硬碟 M.2｜SSD,美光Micron Crucial P3 2TB/Gen3/讀:3500M/寫:3000M/3D QLC顆粒/五年,3388,2024-03-12,美光Micron Crucial P,2TB,SSD,3500.0,3000.0,Crucial P3,Crucial P3,2000.0,GB,美光Micron Crucial P3 2TB
固態硬碟 M.2｜SSD,美光Micron Crucial P3 4TB/Gen3/讀:3500M/寫:3000M/3D QLC顆粒/五年,6788,2024-03-12,美光Micron Crucial P,4TB,SSD,3500.0,3000.0,Crucial P3,Crucial P3,4000.0,GB,美光Micron Crucial P3 4TB
固態硬碟 M.2｜SSD,三星 Samsung 970 EVO Plus 500G/Gen3/讀:3500/寫:3200/TLC/五年保*星睿奇,2379,2024-03-12,三星 Samsung,,SSD,3500.0,3200.0,Samsung 970,Samsung 970,,,三星 Samsung 970 EVO Plus
固態硬碟 M.2｜SSD,三星 Samsung 970 EVO Plus 1TB//Gen3/讀:3500/寫:3300/TLC/五年保*星睿奇,3899,2024-03-12,三星 Samsung,1TB,SSD,3500.0,3300.0,Samsung 970,Samsung 970,1000.0,GB,三星 Samsung 970 EVO Plus 1TB
固態硬碟 M.2｜SSD,三星 Samsung 970 EVO Plus 2TB/Gen3/讀:3500/寫:3300/TLC/五年保*星睿奇,6899,2024-03-12,三星 Samsung,2TB,SSD,3500.0,3300.0,Samsung 970,Samsung 970,2000.0,GB,三星 Samsung 970 EVO Plus 2TB
固態硬碟 M.2｜SSD,三星 Samsung 980 500G/Gen3/讀:3500/寫:2600/TLC/五年保*星睿奇,1899,2024-03-12,三星 Samsung,,SSD,3500.0,2600.0,Samsung 980,Samsung 980,,,三星 Samsung 980 500G
固態硬碟 M.2｜SSD,三星 Samsung 980 1TB/Gen3/讀:3500/寫:3000/TLC/五年保*星睿奇,2499,2024-03-12,三星 Samsung,1TB,SSD,3500.0,3000.0,Samsung 980,Samsung 980,1000.0,GB,三星 Samsung 980
傳統內接硬碟 HDD,Toshiba 1TB【P300系列】 (64M/7200轉/三年保)(HDWD110UZSVA),1550,2024-03-12,Toshiba,1TB,HDD,,,Toshiba 1TB,Toshiba 1TB,1000.0,GB,Toshiba P300 1TB
傳統內接硬碟 HDD,Toshiba 2TB【P300系列】 (256M/7200轉/三年保)(HDWD320UZSVA),1950,2024-03-12,Toshiba,2TB,HDD,,,Toshiba 2TB,Toshiba 2TB,2000.0,GB,Toshiba P300 2TB
傳統內接硬碟 HDD,Toshiba 4TB【P300系列】 (128M/5400轉/三年保)(HDWD240UZSVA)▼下殺到 3/12 23:59,2899,2024-03-12,Toshiba,4TB,HDD,,,Toshiba 4TB,Toshiba 4TB,4000.0,GB,Toshiba P300 4TB
傳統內接硬碟 HDD,Toshiba 4TB【X300系列】高效能 (256M/7200轉/三年保)(HDWR440UZSVA),4190,2024-03-12,Toshiba,4TB,HDD,,,Toshiba 4TB,Toshiba 4TB,4000.0,GB,Toshiba 4TB X300系列高效能
傳統內接硬碟 HDD,Toshiba 6TB【X300系列】高效能 (256M/7200轉/三年保)(HDWR460UZSVA),5390,2024-03-12,Toshiba,6TB,HDD,,,Toshiba 6TB,Toshiba 6TB,6000.0,GB,Toshiba X300 6TB
傳統內接硬碟 HDD,Seagate 1TB【新梭魚】(64M/7200轉/三年保)(ST1000DM010),1590,2024-03-12,Seagate,1TB,HDD,,,Seagate 1TB,Seagate 1TB,1000.0,GB,Seagate 1TB【新梭魚】
傳統內接硬碟 HDD,Seagate 1TB【新梭魚】(256M/7200轉/三年保)(ST1000DM014),1690,2024-03-12,Seagate,1TB,HDD,,,Seagate 1TB,Seagate 1TB,1000.0,GB,Seagate 1TB【新梭魚】
傳統內接硬碟 HDD,Seagate 2TB【新梭魚】(256M/7200轉/三年保)(ST2000DM008),1980,2024-03-12,Seagate,2TB,HDD,,,Seagate 2TB,Seagate 2TB,2000.0,GB,Seagate 2TB【新梭魚】
傳統內接硬碟 HDD,Seagate 4TB【新梭魚】(256M/5400轉/三年保)(ST4000DM004),3220,2024-03-12,Seagate,4TB,HDD,,,Seagate 4TB,Seagate 4TB,4000.0,GB,Seagate 4TB【新梭魚】
傳統內接硬碟 HDD,Seagate 6TB【新梭魚】(256M/5400轉/三年保)(ST6000DM003),4990,2024-03-12,Seagate,6TB,HDD,,,Seagate 6TB,Seagate 6TB,6000.0,GB,Seagate 6TB【新梭魚】
傳統內接硬碟 HDD,Seagate 8TB【新梭魚】(256M/5400轉/三年保)(ST8000DM004),5700,2024-03-12,Seagate,8TB,HDD,,,Seagate 8TB,Seagate 8TB,8000.0,GB,Seagate 8TB【新梭魚】
傳統內接硬碟 HDD,Seagate 4TB【火梭魚】(256M/7200轉/五年保)(ST4000DX005)▼下殺到 3/21 23:59,4950,2024-03-12,Seagate,4TB,HDD,,,Seagate 4TB,Seagate 4TB,4000.0,GB,Seagate 4TB【火梭魚】(256M/7200轉/五年保)
傳統內接硬碟 HDD,Seagate 8TB【火梭魚】(256M/7200轉/五年保)(ST8000DX001)▼下殺到 3/21 23:59,7799,2024-03-12,Seagate,8TB,HDD,,,Seagate 8TB,Seagate 8TB,8000.0,GB,Seagate 8TB【火梭魚】(256M/7200轉/五年保)
傳統內接硬碟 HDD,WD 1TB【藍標】(64M/7200轉/三年保)(WD10EZEX),1590,2024-03-12,WD,1TB,HDD,,,WD 1TB,WD 1TB,1000.0,GB,WD 1TB【藍標】
傳統內接硬碟 HDD,WD 2TB【藍標】(256M/7200轉/三年保)(WD20EZBX),2050,2024-03-12,WD,2TB,HDD,,,WD 2TB,WD 2TB,2000.0,GB,WD 2TB【藍標】
傳統內接硬碟 HDD,WD 4TB【藍標】(256M/5400轉/三年保)(WD40EZAX),3250,2024-03-12,WD,4TB,HDD,,,WD 4TB,WD 4TB,4000.0,GB,WD 4TB【藍標】
傳統內接硬碟 HDD,WD 6TB【藍標】(256M/5400轉/三年保)(WD60EZAX),4950,2024-03-12,WD,6TB,HDD,,,WD 6TB,WD 6TB,6000.0,GB,WD 6TB【藍標】
傳統內接硬碟 HDD,WD 8TB【藍標】(128M/5640轉/三年保)(WD80EAZZ),5750,2024-03-12,WD,8TB,HDD,,,WD 8TB,WD 8TB,8000.0,GB,WD 8TB【藍標】
傳統內接硬碟 HDD,WD 1TB【黑標】(64M/7200轉/雙處理器/五年保)(WD1003FZEX),2750,2024-03-12,WD,1TB,HDD,,,WD 1TB,WD 1TB,1000.0,GB,WD 1TB【黑標】
傳統內接硬碟 HDD,WD 2TB【黑標】(64M/7200轉/雙處理器/五年保)(WD2003FZEX),4150,2024-03-12,WD,2TB,HDD,,,WD 2TB,WD 2TB,2000.0,GB,WD 2TB【黑標】
傳統內接硬碟 HDD,WD 4TB【黑標】(256M/7200轉/雙處理器/五年保)(WD4005FZBX),5600,2024-03-12,WD,4TB,HDD,,,WD 4TB,WD 4TB,4000.0,GB,WD 4TB【黑標】
傳統內接硬碟 HDD,WD 6TB【黑標】(128M/7200轉/雙處理器/五年保)(WD6004FZWX),7380,2024-03-12,WD,6TB,HDD,,,WD 6TB,WD 6TB,6000.0,GB,WD 6TB【黑標】
傳統內接硬碟 HDD,WD 10TB【黑標-電競級】(256M/7200轉/雙處理器/五年)(WD101FZBX),9500,2024-03-12,WD,10TB,HDD,,,WD 10TB,WD 10TB,10000.0,GB,WD 10TB【黑標-電競級】
傳統內接硬碟 HDD,Toshiba 1TB【S300系列】【監控碟】64MB/5700轉/三年保(HDWV110UZSVA),1550,2024-03-12,Toshiba,1TB,HDD,,,Toshiba 1TB,Toshiba 1TB,1000.0,GB,Toshiba 1TB S300系列
傳統內接硬碟 HDD,Toshiba 2TB【S300系列】【監控碟】128MB/5400轉/三年保(HDWT720UZSVA),1990,2024-03-12,Toshiba,2TB,HDD,,,Toshiba 2TB,Toshiba 2TB,2000.0,GB,Toshiba S300 2TB
傳統內接硬碟 HDD,Toshiba 4TB【S300系列】【監控碟】256MB/5400轉/三年保(HDWT840UZSVA),3150,2024-03-12,Toshiba,4TB,HDD,,,Toshiba 4TB,Toshiba 4TB,4000.0,GB,Toshiba S300 4TB
傳統內接硬碟 HDD,Toshiba 6TB【S300系列】【監控碟】256MB/5400轉/三年保(HDWT860UZSVA),4890,2024-03-12,Toshiba,6TB,HDD,,,Toshiba 6TB,Toshiba 6TB,6000.0,GB,Toshiba S300 6TB
傳統內接硬碟 HDD,Toshiba 8TB【S300 Pro系列】【監控碟】256MB/7200轉/三年保(HDWT380UZSVA),7490,2024-03-12,Toshiba,8TB,HDD,,,Toshiba 8TB,Toshiba 8TB,8000.0,GB,Toshiba S300 Pro HDWT380UZSVA
傳統內接硬碟 HDD,Toshiba 10TB【S300 Pro系列】【監控碟】256MB/7200轉/三年保(HDWT31AUZSVA),8290,2024-03-12,Toshiba,10TB,HDD,,,Toshiba 10TB,Toshiba 10TB,10000.0,GB,Toshiba S300 Pro 10TB
傳統內接硬碟 HDD,Seagate 6TB【監控鷹】(256M/5400轉/三年保/3年 Rescue)(ST6000VX009),5180,2024-03-12,Seagate,6TB,HDD,,,Seagate 6TB,Seagate 6TB,6000.0,GB,Seagate 6TB【監控鷹】
傳統內接硬碟 HDD,Seagate 10TB【監控鷹】(256M/7200轉/五年保/3年 Rescue)(ST10000VE001),8990,2024-03-12,Seagate,10TB,HDD,,,Seagate 10TB,Seagate 10TB,10000.0,GB,Seagate 10TB【監控鷹】
傳統內接硬碟 HDD,WD 2TB【紫標】64M/5040轉/三年保(WD23PURZ),1980,2024-03-12,WD,2TB,HDD,,,WD 2TB,WD 2TB,2000.0,GB,WD 2TB【紫標】64M
傳統內接硬碟 HDD,WD 8TB【紫標PRO】256M/7200轉/五年保(WD8001PURP),7350,2024-03-12,WD,8TB,HDD,,,WD 8TB,WD 8TB,8000.0,GB,WD 8TB【紫標PRO】256M/7200轉/五年保(WD8001PURP) -> WD 8TB【紫標PRO】256M
傳統內接硬碟 HDD,WD 10TB【紫標PRO】256M/7200轉/五年保(WD101PURP),8800,2024-03-12,WD,10TB,HDD,,,WD 10TB,WD 10TB,10000.0,GB,WD 10TB【紫標PRO】256M/7200轉/五年保(WD101PURP) -> WD 10TB【紫標PRO】
傳統內接硬碟 HDD,Toshiba 4TB【NAS碟】256M/7200轉/三年保(HDWG440AZSTA),4390,2024-03-12,Toshiba,4TB,HDD,,,Toshiba 4TB,Toshiba 4TB,4000.0,GB,Toshiba 4TB【NAS碟】256M/7200轉/三年保
傳統內接硬碟 HDD,Toshiba 8TB【NAS碟】256M/7200轉/三年保(HDWG480AZSTA),7390,2024-03-12,Toshiba,8TB,HDD,,,Toshiba 8TB,Toshiba 8TB,8000.0,GB,Toshiba HDWG480AZSTA
傳統內接硬碟 HDD,Toshiba 10TB【NAS碟】256M/7200轉/三年保(HDWG11AAZSTA),8450,2024-03-12,Toshiba,10TB,HDD,,,Toshiba 10TB,Toshiba 10TB,10000.0,GB,Toshiba 10TB【NAS碟】256M/7200轉/三年保(HDWG11AAZSTA) -> Toshiba 10TB【NAS碟】256M/7200轉
傳統內接硬碟 HDD,Toshiba 16TB【NAS碟】512M/7200轉/三年保(HDWG31GAZSTA),13990,2024-03-12,Toshiba,16TB,HDD,,,Toshiba 16TB,Toshiba 16TB,16000.0,GB,Toshiba 16TB【NAS碟】512M/7200轉/三年保(HDWG31GAZSTA) -> Toshiba 16TB【NAS碟】
傳統內接硬碟 HDD,Toshiba 18TB【NAS碟】512M/7200轉/三年保(HDWG51JAZSTA)▼下殺到 3/12 23:59,12888,2024-03-12,Toshiba,18TB,HDD,,,Toshiba 18TB,Toshiba 18TB,18000.0,GB,Toshiba 18TB【NAS碟】512M/7200轉/三年保(HDWG51JAZSTA)
傳統內接硬碟 HDD,Seagate 4TB【那嘶狼】256M/5400轉/三年保/3年 Rescue(ST4000VN006),3750,2024-03-12,Seagate,4TB,HDD,,,Seagate 4TB,Seagate 4TB,4000.0,GB,Seagate 4TB【那嘶狼】256M/5400轉/三年保/3年 Rescue(ST4000VN006) -> Seagate 4TB【那嘶狼】256M
傳統內接硬碟 HDD,Seagate 6TB【那嘶狼】256M/5400轉/三年保/3年 Rescue(ST6000VN001),5950,2024-03-12,Seagate,6TB,HDD,,,Seagate 6TB,Seagate 6TB,6000.0,GB,Seagate 6TB【那嘶狼】256M/5400轉/三年保/3年 Rescue(ST6000VN001) -> Seagate 6TB【那嘶狼】256M
傳統內接硬碟 HDD,Seagate 8TB【那嘶狼】256M/7200轉/三年保/3年 Rescue(ST8000VN004),7090,2024-03-12,Seagate,8TB,HDD,,,Seagate 8TB,Seagate 8TB,8000.0,GB,Seagate 8TB【那嘶狼】256M/7200轉/三年保/3年 Rescue(ST8000VN004) -> Seagate 8TB【那嘶狼】256M/7200轉/三年保
傳統內接硬碟 HDD,Seagate 10TB【那嘶狼】256M/7200轉/三年保/3年 Rescue(ST10000VN000),8790,2024-03-12,Seagate,10TB,HDD,,,Seagate 10TB,Seagate 10TB,10000.0,GB,Seagate 10TB【那嘶狼】256M/7200轉/三年保/3年 Rescue(ST10000VN000) -> Seagate 10TB【那嘶狼】256M
傳統內接硬碟 HDD,Seagate 12TB【那嘶狼】256M/7200轉/三年保3年 Rescue(ST12000VN0008)▼下殺到 3/21 23:59,9399,2024-03-12,Seagate,12TB,HDD,,,Seagate 12TB,Seagate 12TB,12000.0,GB,Seagate 12TB【那嘶狼】256M/7200轉/三年保3年 Rescue(ST12000VN0008)
傳統內接硬碟 HDD,Seagate 4TB【那嘶狼 PRO】256M/7200轉/五年保/3年 Rescue(ST4000NE001),4950,2024-03-12,Seagate,4TB,HDD,,,Seagate 4TB,Seagate 4TB,4000.0,GB,Seagate 4TB【那嘶狼 PRO】256M/7200轉/五年保/3年 Rescue(ST4000NE001) -> Seagate 4TB【那嘶狼 PRO】
傳統內接硬碟 HDD,Seagate 4TB【那嘶狼 PRO】256M/7200轉/五年保/3年 Rescue(ST4000NT001),5250,2024-03-12,Seagate,4TB,HDD,,,Seagate 4TB,Seagate 4TB,4000.0,GB,Seagate 4TB【那嘶狼 PRO】256M/7200轉/五年保/3年 Rescue(ST4000NT001) -> Seagate 4TB【那嘶狼 PRO】
傳統內接硬碟 HDD,Seagate 6TB【那嘶狼 PRO】256M/7200轉/五年保/3年 Rescue(ST6000NT001),7500,2024-03-12,Seagate,6TB,HDD,,,Seagate 6TB,Seagate 6TB,6000.0,GB,Seagate 6TB【那嘶狼 PRO】256M/7200轉/五年保/3年 Rescue
傳統內接硬碟 HDD,Seagate 8TB【那嘶狼 PRO】256M/7200轉/五年保/3年 Rescue(ST8000NT001)▼下殺到 3/21 23:59,7190,2024-03-12,Seagate,8TB,HDD,,,Seagate 8TB,Seagate 8TB,8000.0,GB,Seagate 8TB【那嘶狼 PRO】256M/7200轉/五年保/3年 Rescue(ST8000NT001)
傳統內接硬碟 HDD,Seagate 10TB【那嘶狼 PRO】256M/7200轉/五年保/3年 Rescue(ST10000NT001),10500,2024-03-12,Seagate,10TB,HDD,,,Seagate 10TB,Seagate 10TB,10000.0,GB,Seagate 10TB【那嘶狼 PRO】256M/7200轉/五年保/3年 Rescue(ST10000NT001) -> Seagate 10TB【那嘶狼 PRO】
傳統內接硬碟 HDD,Seagate 16TB【那嘶狼 PRO】256M/7200轉/五年/3年 Rescue(ST16000NE000),12500,2024-03-12,Seagate,16TB,HDD,,,Seagate 16TB,Seagate 16TB,16000.0,GB,Seagate 16TB【那嘶狼 PRO】256M/7200轉/五年/3年 Rescue(ST16000NE000) -> Seagate 16TB【那嘶狼 PRO】
傳統內接硬碟 HDD,Seagate 16TB【那嘶狼 PRO】256M/7200轉/五年/3年 Rescue(ST16000NT001),12500,2024-03-12,Seagate,16TB,HDD,,,Seagate 16TB,Seagate 16TB,16000.0,GB,Seagate 16TB【那嘶狼 PRO】256M/7200轉/五年/3年 Rescue(ST16000NT001) -> Seagate 16TB【那嘶狼 PRO】
傳統內接硬碟 HDD,Seagate 20TB【那嘶狼 PRO】256M/7200轉/五年/3年 Rescue(ST20000NT001),16200,2024-03-12,Seagate,20TB,HDD,,,Seagate 20TB,Seagate 20TB,20000.0,GB,Seagate 20TB【那嘶狼 PRO】256M/7200轉/五年/3年 Rescue(ST20000NT001) -> Seagate 20TB【那嘶狼 PRO】
傳統內接硬碟 HDD,Seagate 22TB【那嘶狼 PRO】512M/7200轉/五年/3年 Rescue(ST22000NT001),19990,2024-03-12,Seagate,22TB,HDD,,,Seagate 22TB,Seagate 22TB,22000.0,GB,Seagate 22TB【那嘶狼 PRO】512M/7200轉/五年/3年 Rescue(ST22000NT001) -> Seagate 22TB【那嘶狼 PRO】
傳統內接硬碟 HDD,WD 2TB【紅標Plus】64M/5400轉/三年保(WD20EFPX),2880,2024-03-12,WD,2TB,HDD,,,WD 2TB,WD 2TB,2000.0,GB,WD 2TB【紅標Plus】64M/5400轉/三年保(WD20EFPX) -> WD 2TB【紅標Plus】
傳統內接硬碟 HDD,WD 4TB【紅標Plus】256M/5400轉/三年保(WD40EFPX),3900,2024-03-12,WD,4TB,HDD,,,WD 4TB,WD 4TB,4000.0,GB,WD 4TB【紅標Plus】256M/5400轉/三年保(WD40EFPX) -> WD 4TB【紅標Plus】256M
傳統內接硬碟 HDD,WD 8TB【紅標Plus】128M/5640轉/三年保(WD80EFZZ),6800,2024-03-12,WD,8TB,HDD,,,WD 8TB,WD 8TB,8000.0,GB,WD 8TB【紅標Plus】128M
傳統內接硬碟 HDD,WD 8TB【紅標Plus】256M/5640轉/三年保(WD80EFPX)▼下殺到 3/22 23:59,5990,2024-03-12,WD,8TB,HDD,,,WD 8TB,WD 8TB,8000.0,GB,WD 8TB【紅標Plus】256M/5640轉/三年保(WD80EFPX)
傳統內接硬碟 HDD,WD 10TB【紅標Plus】256M/7200轉/三年保(WD101EFBX),7080,2024-03-12,WD,10TB,HDD,,,WD 10TB,WD 10TB,10000.0,GB,WD 10TB【紅標Plus】256M/7200轉/三年保(WD101EFBX) -> WD 10TB【紅標Plus】
傳統內接硬碟 HDD,Toshiba 2TB【企業級】128MB/7200轉/五年保(MG04ACA200E),4700,2024-03-12,Toshiba,2TB,HDD,,,Toshiba 2TB,Toshiba 2TB,2000.0,GB,Toshiba MG04ACA200E
傳統內接硬碟 HDD,Toshiba 8TB【企業級】256MB/7200轉/五年保(MG08ADA800E),7888,2024-03-12,Toshiba,8TB,HDD,,,Toshiba 8TB,Toshiba 8TB,8000.0,GB,Toshiba MG08ADA800E
傳統內接硬碟 HDD,Toshiba 10TB【企業級】256MB/7200轉/五年保(MG06ACA10TE),9330,2024-03-12,Toshiba,10TB,HDD,,,Toshiba 10TB,Toshiba 10TB,10000.0,GB,Toshiba MG06ACA10TE
傳統內接硬碟 HDD,Toshiba 16TB【企業級】512MB/7200轉/五年保(MG08ACA16TE),13200,2024-03-12,Toshiba,16TB,HDD,,,Toshiba 16TB,Toshiba 16TB,16000.0,GB,Toshiba MG08ACA16TE
傳統內接硬碟 HDD,Toshiba 18TB【企業級】512MB/7200轉/五年保(MG09ACA18TE),15700,2024-03-12,Toshiba,18TB,HDD,,,Toshiba 18TB,Toshiba 18TB,18000.0,GB,Toshiba MG09ACA18TE
傳統內接硬碟 HDD,Seagate 8TB【EXOS企業碟】256MB/7200轉/五年保(ST8000NM017B),8700,2024-03-12,Seagate,8TB,HDD,,,Seagate 8TB,Seagate 8TB,8000.0,GB,Seagate 8TB【EXOS企業碟】256MB/7200轉/五年保(ST8000NM017B) -> Seagate 8TB【EXOS企業碟】
傳統內接硬碟 HDD,Seagate 16TB【EXOS企業碟】256MB/7200轉/五年保(ST16000NM000J),12300,2024-03-12,Seagate,16TB,HDD,,,Seagate 16TB,Seagate 16TB,16000.0,GB,Seagate EXOS ST16000NM000J
傳統內接硬碟 HDD,Seagate 20TB【EXOS企業碟】256MB/7200轉/五年保(ST20000NM007D),17900,2024-03-12,Seagate,20TB,HDD,,,Seagate 20TB,Seagate 20TB,20000.0,GB,Seagate EXOS ST20000NM007D
傳統內接硬碟 HDD,Seagate 22TB【EXOS企業碟】512MB/7200轉/五年保(ST22000NM001E) 客訂,21200,2024-03-12,Seagate,22TB,HDD,,,Seagate 22TB,Seagate 22TB,22000.0,GB,Seagate EXOS ST22000NM001E
傳統內接硬碟 HDD,WD 4TB【Ultrastar DC HC310】256MB/7200轉(HUS726T4TALA6L4),4950,2024-03-12,WD,4TB,HDD,,,WD 4TB,WD 4TB,4000.0,GB,WD 4TB Ultrastar DC HC310
傳統內接硬碟 HDD,WD 8TB【Ultrastar DC HC320】256MB/7200轉(HUS728T8TALE6L4),7200,2024-03-12,WD,8TB,HDD,,,WD 8TB,WD 8TB,8000.0,GB,WD Ultrastar DC HC320
傳統內接硬碟 HDD,WD 12TB【Ultrastar DC HC520】256MB/7200轉(HUH721212ALE604),9900,2024-03-12,WD,12TB,HDD,,,WD 12TB,WD 12TB,12000.0,GB,WD Ultrastar DC HC520
傳統內接硬碟 HDD,WD 20TB【Ultrastar DC HC560】512MB/7200轉(WUH722020ALE6L4),15990,2024-03-12,WD,20TB,HDD,,,WD 20TB,WD 20TB,20000.0,GB,WD Ultrastar DC HC560
傳統內接硬碟 HDD,WD 1TB【金標】128MB/7200轉/五年保(WD1005FBYZ),2900,2024-03-12,WD,1TB,HDD,,,WD 1TB,WD 1TB,1000.0,GB,WD 1TB【金標】128MB/7200轉/五年保(WD1005FBYZ) -> WD 1TB【金標】128MB
傳統內接硬碟 HDD,WD 2TB【金標】128MB/7200轉/五年保(WD2005FBYZ),4100,2024-03-12,WD,2TB,HDD,,,WD 2TB,WD 2TB,2000.0,GB,WD 2TB【金標】128MB/7200轉/五年保(WD2005FBYZ) -> WD 2TB【金標】128MB/7200轉
傳統內接硬碟 HDD,WD 4TB【金標】256MB/7200轉/五年保(WD4003FRYZ),5200,2024-03-12,WD,4TB,HDD,,,WD 4TB,WD 4TB,4000.0,GB,WD 4TB【金標】256MB/7200轉/五年保(WD4003FRYZ) -> WD 4TB【金標】256MB/7200轉/五年保
